"location","capacity","count","percent_of_total"
"Mississippi State Penitentiary","4,648","3,233","29.24%"
"Central Mississippi Correctional Facility","3,469","2,232","20.19%"
"South Mississippi Correctional Institution","3,282","3,063","27.70%"
"Youthful Offender Facility","58","33","0.30%"
"County Jails - Approved*","1,973","1,277","11.55%"
"County Jails - Unapproved**","0","118","1.07%"
"Community Work Centers","1,870","1,092","9.88%"
"TVC","0","8","0.07%"
"TOTAL STATE, COUNTY JAILS, CWC FACILITIES","15,300","11,056","100.00%"
"Alcorn County Correctional Facility","300","294","6.83%"
"Bolivar County Correctional Facility","369","365","8.48%"
"Carroll County Correctional Facility","280","280","6.50%"
"Chickasaw County Correctional Facility","300","297","6.90%"
"George County Correctional Facility","280","279","6.48%"
"Holmes County Correctional Facility","280","268","6.23%"
"Issaquena County Correctional Facility","274","256","5.95%"
"Jefferson County Correctional Facility","280","263","6.11%"
"Kemper County Correctional Facility","355","355","8.25%"
"Leake County Correctional Facility","280","256","5.95%"
"Marion County Correctional Facility","280","280","6.50%"
"Stone County Correctional Facility","280","278","6.46%"
"Washington County Correctional Facility","300","272","6.32%"
"Winston County Correctional Facility","280","275","6.39%"
"Yazoo County Correctional Facility","300","287","6.67%"
"TOTAL REGIONAL FACILITIES","4,438","4,305","100.00%"
"Delta Correctional Facility","972","0","0.00%"
"East MS Correctional Facility","1,500","1,195","29.54%"
"Marshall County Correctional Facility","1,000","996","24.62%"
"Walnut Grove Correctional Facility","1,500","1,018","25.16%"
"Wilkinson County Correctional Facility","1,000","837","20.69%"
"TOTAL PRIVATE PRISONS","5,972","4,046","100.00%"
"Community Trusties","0","6",".03%"
"Emergency Suspension","0","0",".00%"
"Pending File Review","0","159",".69%"
"Court Order","0","215","0.93%"
"TOTAL CAPACITY & CUSTODY POPULATION","25,710","19,787","85.59%"
"Intensive Supervision Program","0","1,498","6.48%"
"Earned Release Supervision Program","0","1,286","5.56%"
"Medical Release","0","20",".09%"
"TOTAL COMMUNITY CORRECTIONS","0","2,804","12.13%"
"Other Custody","0","491","2.12%"
"Off-Grounds Medical (Hospital)","0","8",".03%"
"At Large (Escapees & Walk-Aways)","0","29",".13%"
"TOTAL","25,710","23,119","100.00%"
