"location","capacity","count","percent_of_total"
"Mississippi State Penitentiary","3590","3283","15.73%"
"Central Mississippi Correctional Facility","3858","3223","15.45%"
"South Mississippi Correctional Institution","3082","2956","14.17%"
"Youthful Offender Facility","58","35","0.17%"
"County Jails - Approved*","1781","747","3.58%"
"County Jails - Unapproved**","0","295","1.41%"
"Community Work Centers","1364","789","3.78%"
"TOTAL STATE, COUNTY JAILS, CWC FACILITIES","13733","11328","54.29%"
"Alcorn County Correctional Facility","300","295","1.41%"
"Bolivar County Correctional Facility","369","293","1.40%"
"Carroll County Correctional Facility","300","263","1.26%"
"Chickasaw County Correctional Facility","310","301","1.44%"
"George County Correctional Facility","280","280","1.34%"
"Holmes County Correctional Facility","280","276","1.32%"
"Issaquena County Correctional Facility","274","271","1.30%"
"Jefferson County Correctional Facility","280","277","1.33%"
"Kemper County Correctional Facility","355","317","1.52%"
"Leake County Correctional Facility","280","197","0.94%"
"Marion County Correctional Facility","280","276","1.32%"
"Stone County Correctional Facility","326","314","1.50%"
"Washington County Correctional Facility","300","225","1.08%"
"Winston County Correctional Facility","280","270","1.29%"
"Yazoo County Correctional Facility","300","298","1.43%"
"TOTAL REGIONAL FACILITIES","4514","4153","19.90%"
"Delta Correctional Facility","972","0","0.00%"
"East MS Correctional Facility","1500","1166","5.59%"
"Marshall County Correctional Facility","1000","998","4.78%"
"Walnut Grove Correctional Facility","1500","0","0.00%"
"Wilkinson County Correctional Facility","1000","897","4.30%"
"TOTAL PRIVATE PRISONS","5972","3061","14.67%"
"Community Trusties","16","42",".20%"
"Emergency Suspension","0","0",".00%"
"TVC","0","17",".08%"
"Conditional Release","0","2",".01%"
"Pending File Review","0","104",".50%"
"Court Order","0","227","1.09%"
"TOTAL CAPACITY & CUSTODY POPULATION","24219","18934","90.74%"
"Intensive Supervision Program","0","737","3.53%"
"Earned Release Supervision Program","0","600","2.88%"
"Transitional Housing","0","1","0.00%"
"Conditional Release","0","2","0.01%"
"RRP","0","22","0.11%"
"Medical Release","0","13","0.06%"
"TOTAL COMMUNITY CORRECTIONS","0","1375","6.59%"
"Other Custody","0","525","2.52%"
"Off-Grounds Medical (Hospital)","0","4","0.02%"
"At Large (Escapees & Walk-Aways)","0","28","0.13%"
"TOTAL","24219","20866","100.00%"
