"location","capacity","count","percent_of_total"
"Mississippi State Penitentiary","5,551","5,093","39.20%"
"Central Mississippi Correctional Facility","3,099","2,928","22.54%"
"South Mississippi Correctional Institution","2,214","1,999","15.39%"
"County Jails - Approved*","2,113","1,591","12.25%"
"County Jails - Unapproved**","0","73","0.56%"
"Community Work Centers","1,350","1,307","10.06%"
"TOTAL STATE, COUNTY JAILS, CWC FACILITIES","14,327","12,991","100.00%"
"Bolivar County Correctional Facility","250","0","0.00%"
"Carroll County Correctional Facility","250","205","10.06%"
"George County Correctional Facility","250","201","9.86%"
"Holmes County Correctional Facility","250","206","10.11%"
"Issaquena County Correctional Facility","250","205","10.06%"
"Jefferson County Correctional Facility","250","203","9.96%"
"Kemper County Correctional Facility","250","207","10.16%"
"Leake Correctional Facility","250","206","10.11%"
"Marion County Correctional Facility","250","203","9.96%"
"Stone County Correctional Facility","250","203","9.96%"
"Winston County Correctional Facility","250","199","9.76%"
"TOTAL REGIONAL FACILITIES","2,750","2,038","100.00%"
"Delta Correctional Facility","1,000","789","19.62%"
"East MS Correctional Facility","1,000","734","18.25%"
"Marshall County Correctional Facility","1,000","995","24.74%"
"Walnut Grove Correctional Facility","750","522","12.98%"
"Wilkinson County Correctional Facility","1,000","982","24.42%"
"TOTAL PRIVATE PRISONS","4,750","4,022","100.00%"
"Community Trusties","30","19","0.09%"
"Emergency Suspension","0","5","0.02%"
"Court Order","0","274","1.23%"
"TOTAL CAPACITY & CUSTODY POPULATION","21,857","19,349","87.14%"
"Intensive Supervision Program","0","1,451","6.53%"
"Earned Release Supervision Program","0","1,080","4.86%"
"Medical Release","0","0","0.00%"
"TOTAL COMMUNITY CORRECTIONS","0","2,531","11.40%"
"Other Custody","0","230","1.04%"
"University of MS Medical Center","0","12","0.05%"
"At Large (Escapees & Walk-Aways)","0","83","0.37%"
"TOTAL","21,857","22,205","100.00%"
