"location","capacity","count","percent_of_total"
"Mississippi State Penitentiary","4648","3248","25.49%"
"Central Mississippi Correctional Facility","3665","3044","23.89%"
"South Mississippi Correctional Institution","3282","3154","24.75%"
"County Jails - Approved*","1668","1326","10.41%"
"County Jails - Unapproved**","0","516","4.05%"
"Community Work Centers","1848","1454","11.41%"
"TOTAL STATE, COUNTY JAILS, CWC FACILITIES","15111","12742","100.00%"
"Alcorn County Correctional Facility","300","296","6.97%"
"Bolivar County Correctional Facility","294","292","6.88%"
"Carroll County Correctional Facility","280","279","6.57%"
"Chickasaw County Correctional Facility","300","298","7.02%"
"George County Correctional Facility","280","277","6.53%"
"Holmes County Correctional Facility","280","279","6.57%"
"Issaquena County Correctional Facility","274","272","6.41%"
"Jefferson County Correctional Facility","280","277","6.53%"
"Kemper County Correctional Facility","355","334","7.87%"
"Leake County Correctional Facility","280","280","6.60%"
"Marion County Correctional Facility","280","279","6.57%"
"Stone County Correctional Facility","280","279","6.57%"
"Washington County Correctional Facility","300","229","5.39%"
"Winston County Correctional Facility","280","278","6.55%"
"Yazoo County Correctional Facility","300","296","6.97%"
"TOTAL REGIONAL FACILITIES","4363","4245","100.00%"
"Delta Correctional Facility","972","0","0.00%"
"East MS Correctional Facility","1500","1319","31.51%"
"Marshall County Correctional Facility","1000","999","23.87%"
"Walnut Grove Correctional Facility","1500","971","23.20%"
"Wilkinson County Correctional Facility","1000","897","21.43%"
"TOTAL PRIVATE PRISONS","5972","4186","100.00%"
"Community Trusties","22","12",".05%"
"Emergency Suspension","0","0",".00%"
"Pending File Review","0","54",".21%"
"Court Order","0","380","1.50%"
"TOTAL CAPACITY & CUSTODY POPULATION","25468","21619","85.34%"
"Intensive Supervision Program","0","1609","6.35%"
"Earned Release Supervision Program","0","1600","6.32%"
"Medical Release","00","24",".09%"
"TOTAL COMMUNITY CORRECTIONS","00","3233","12.76%"
"Other Custody","0","434","1.71%"
"Off-Grounds Medical (Hospital)","0","10",".04%"
"At Large (Escapees & Walk-Aways)","0","38",".15%"
"TOTAL","25468","25334","100.00%"
