"location","capacity","count","percent_of_total"
"Mississippi State Penitentiary","4648","3344","28.69%"
"Central Mississippi Correctional Facility (includes TVC)","3657","2391","20.52%"
"South Mississippi Correctional Institution","3282","3213","27.57%"
"Youthful Offender Facility","42","39","0.33%"
"County Jails - Approved*","1973","1361","11.68%"
"County Jails - Unapproved**","0","113","0.97%"
"Community Work Centers","1870","1193","10.24%"
"TOTAL STATE, COUNTY JAILS, CWC FACILITIES","15472","11654","100.00%"
"Alcorn County Correctional Facility","360","299","6.79%"
"Bolivar County Correctional Facility","369","369","8.38%"
"Carroll County Correctional Facility","280","279","6.34%"
"Chickasaw County Correctional Facility","362","299","6.79%"
"George County Correctional Facility","280","278","6.31%"
"Holmes County Correctional Facility","276","276","6.27%"
"Issaquena County Correctional Facility","274","275","6.25%"
"Jefferson County Correctional Facility","280","273","6.20%"
"Kemper County Correctional Facility","355","354","8.04%"
"Leake County Correctional Facility","280","276","6.27%"
"Marion County Correctional Facility","280","280","6.36%"
"Stone County Correctional Facility","280","279","6.34%"
"Washington County Correctional Facility","300","289","6.56%"
"Winston County Correctional Facility","280","278","6.31%"
"Yazoo County Correctional Facility","300","299","6.79%"
"TOTAL REGIONAL FACILITIES","4556","4403","100.00%"
"Delta Correctional Facility","972","0","0.00%"
"East MS Correctional Facility","1500","1202","28.16%"
"Marshall County Correctional Facility","1000","1000","23.43%"
"Walnut Grove Correctional Facility","1500","1248","29.24%"
"Wilkinson County Correctional Facility","1000","818","19.17%"
"TOTAL PRIVATE PRISONS","5972","4268","100.00%"
"Community Trusties","0","7",".03%"
"Emergency Suspension","0","0",".00%"
"Pending File Review","0","59",".24%"
"Court Order","0","245","1.02%"
"TOTAL CAPACITY & CUSTODY POPULATION","26000","20636","85.54%"
"Intensive Supervision Program","0","1637","6.79%"
"Earned Release Supervision Program","0","1309","5.43%"
"Medical Release","0","25",".10%"
"TOTAL COMMUNITY CORRECTIONS","0","2971","12.32%"
"Other Custody","0","473","1.96%"
"Off-Grounds Medical (Hospital)","0000","20",".08%"
"At Large (Escapees & Walk-Aways)","0","25",".10%"
"TOTAL","26000","24125","100.00%"
