"location","capacity","count","percent_of_total"
"Mississippi State Penitentiary","5612","5312","41.29%"
"Central Mississippi Correctional Facility","3049","2986","23.21%"
"South Mississippi Correctional Institution","2214","1975","15.35%"
"County Jails - Approved*","2122","1290","10.03%"
"County Jails - Unapproved**","0","47","0.37%"
"Community Work Centers","1320","1256","9.76%"
"State, County Jails, & CWC Facilities","14317","12866","100.00%"
"Bolivar County Correctional Facility","250","210","10.46%"
"Carroll County Correctional Facility","250","196","9.77%"
"Holmes County Correctional Facility","250","196","9.77%"
"Issaquena County Correctional Facility","250","185","9.22%"
"Jefferson County Correctional Facility","250","209","10.41%"
"Kemper County Correctional Facility","250","222","11.06%"
"Leake Correctional Facility","250","198","9.87%"
"Marion County Correctional Facility","250","197","9.82%"
"Stone County Correctional Facility","250","195","9.72%"
"Winston County Correctional Facility","250","199","9.92%"
"Regional Facilities","2500","2007","100.00%"
"Delta Correctional Facility","1000","838","24.11%"
"East MS Correctional Facility","500","494","14.21%"
"Marshall County Correctional Facility","1000","867","24.94%"
"Walnut Grove Correctional Facility","500","403","11.59%"
"Wilkinson County Correctional Facility","900","874","25.14%"
"TOTAL PRIVATE PRISONS","3900","3476","100.00%"
"Community Trusties","30","24","0.11%"
"Emergency Suspension","0","2","0.01%"
"Court Order","00","185","0.88%"
"TOTAL CAPACITY & CUSTODY POPULATION","20747","18560","88.38%"
"Intensive Supervision Program","0","1180","5.62%"
"Earned Release Supervision Program","0","971","4.62%"
"Medical Release","0","1","0.00%"
"Community Corrections","0","2152","10.25%"
"Other Custody","0","207","0.99%"
"University of MS Medical Center","0","4","0.02%"
"At Large (Escapees & Walk-Aways)","0","77","0.37%"
"TOTAL","20747","21000","100.00%"
