"location","capacity","count","percent_of_total"
"Mississippi State Penitentiary","3590","3303","16.03%"
"Central Mississippi Correctional Facility","3882","3193","15.50%"
"South Mississippi Correctional Institution","3082","2995","14.54%"
"Youthful Offender Facility","58","27","0.13%"
"County Jails - Approved*","1781","728","3.53%"
"County Jails - Unapproved**","0","320","1.55%"
"Community Work Centers","1364","757","3.67%"
"TOTAL STATE, COUNTY JAILS, CWC FACILITIES","13757","11323","54.95%"
"Alcorn County Correctional Facility","300","239","1.16%"
"Bolivar County Correctional Facility","369","288","1.40%"
"Carroll County Correctional Facility","280","256","1.24%"
"Chickasaw County Correctional Facility","310","286","1.39%"
"George County Correctional Facility","280","224","1.09%"
"Holmes County Correctional Facility","280","219","1.06%"
"Issaquena County Correctional Facility","274","273","1.32%"
"Jefferson County Correctional Facility","280","278","1.35%"
"Kemper County Correctional Facility","355","352","1.71%"
"Leake County Correctional Facility","280","200","0.97%"
"Marion County Correctional Facility","280","224","1.09%"
"Stone County Correctional Facility","326","259","1.26%"
"Washington County Correctional Facility","300","230","1.12%"
"Winston County Correctional Facility","280","224","1.09%"
"Yazoo County Correctional Facility","300","234","1.14%"
"TOTAL REGIONAL FACILITIES","4494","3786","18.37%"
"Delta Correctional Facility","972","0","0.00%"
"East MS Correctional Facility","1500","1182","5.74%"
"Marshall County Correctional Facility","1000","997","4.84%"
"Walnut Grove Correctional Facility","1500","0","0.00%"
"Wilkinson County Correctional Facility","1000","872","4.23%"
"TOTAL PRIVATE PRISONS","5972","3051","14.81%"
"Community Trusties","16","36",".17%"
"Emergency Suspension","0","0",".00%"
"Pending File Review","0","100",".49%"
"TVC","0","2",".01%"
"Court Order","0","296","1.44%"
"Contempt","0","1",".00%"
"Bond Monitoring","0","3",".01%"
"TOTAL CAPACITY & CUSTODY POPULATION","24223","18598","90.26%"
"Intensive Supervision Program","0","749","3.64%"
"Conditional Release","0","3","0.01%"
"Earned Release Supervision Program","0","626","3.04%"
"Transitional Housing","0","4","0.02%"
"Failure to Register-Monitoring","0","6","0.03%"
"RRP","0","92","0.45%"
"Medical Release","0","11","0.05%"
"TOTAL COMMUNITY CORRECTIONS","0","1491","7.24%"
"Other Custody","0","482","2.34%"
"Off-Grounds Medical (Hospital)","0","5","0.02%"
"At Large (Escapees & Walk-Aways)","0","29","0.14%"
"TOTAL","24223","20605","100.00%"
