"COUNTY","OFFENDERS","PERCENT"
"LINCOLN","0","0.00%"
"LOWNDES","10","8.06%"
"MADISON","3","2.42%"
"MARION","0","0.00%"
"MARSHALL","0","0.00%"
"MONROE","0","0.00%"
"MONTGOMERY","1","0.81%"
"NESHOBA","3","2.42%"
"NEWTON","0","0.00%"
"NOXUBEE","2","1.61%"
"OKTIBBEHA","3","2.42%"
"PANOLA","2","1.61%"
"PEARL RIVER","4","3.23%"
"PERRY","0","0.00%"
"PIKE","0","0.00%"
"PONTOTOC","2","1.61%"
"PRENTISS","2","1.61%"
"QUITMAN","0","0.00%"
"RANKIN","4","3.23%"
"SCOTT","2","1.61%"
"SHARKEY","0","0.00%"
"SIMPSON","3","2.42%"
"SMITH","0","0.00%"
"STONE","0","0.00%"
"SUNFLOWER","0","0.00%"
"TALLAHATCHIE","2","1.61%"
"TATE","0","0.00%"
"TIPPAH","1","0.81%"
"TISHOMINGO","0","0.00%"
"TUNICA","0","0.00%"
"UNION","2","1.61%"
"WALTHALL","2","1.61%"
"WARREN","1","0.81%"
"WASHINGTON","2","1.61%"
"WAYNE","1","0.81%"
"WEBSTER","0","0.00%"
"WILKINSON","0","0.00%"
"WINSTON","0","0.00%"
"YALOBUSHA","2","1.61%"
"YAZOO","2","1.61%"
"Verification Pending","2","1.61%"
"TOTAL","124","100.00%"
