"","","","INMATE ADMISSIONS","","",""
"","","","Drug Offenders","","",""
"","","","County of Conviction","","",""
"","COUNTY","OFFENDERS","%","COUNTY","OFFENDERS","%"
"","Clarke","10",".58","Lawrence","13",".76"
"","Clay","43","2.50","Leake","17",".99"
"","Covington","8",".47","Lowndes","158","9.19"
"","Forrest","160","9.31","Marion","30","1.75"
"","George","28","1.63","Neshoba","29","1.69"
"","Greene","11",".64","Newton","17",".99"
"","Hancock","31","1.80","Noxubee","4",".23"
"Southern","","","","","",""
"","Harrison","434","25.25","Oktibbeha","92","5.35"
"Counties","","","","","",""
"","Jackson","175","10.18","Pearl River","61","3.55"
"","Jasper","24","1.40","Perry","14",".81"
"","Jeff Davis","5",".29","Scott","37","2.15"
"","Jones","62","3.61","Simpson","12",".70"
"","Kemper","8",".47","Smith","5",".29"
"","Lamar","26","1.51","Stone","29","1.69"
"","Lauderdale","150","8.73","Wayne","26","1.51"
"","","","","TOTAL","1,719","44.25"
