"location","black_male","black_female","white_male","white_female","hispanic_male","hispanic_female","native_american_male","native_american_female","asian_male","asian_female","unknown_male","unknown_female","total"
"MSP","2213","0","1116","0","25","0","1","0","7","0","1","0","3363"
"CMCF","1500","346","906","526","19","6","6","2","4","2","1","2","3320"
"SMCI","2026","0","999","0","25","0","2","0","4","0","0","0","3056"
"County Jails (approved)","392","5","311","26","6","0","0","0","2","0","1","0","743"
"County Jails (unapproved)","144","9","98","22","4","0","0","0","0","0","1","0","278"
"Youthful Offender Facility","20","0","2","0","1","0","0","0","0","0","0","0","23"
"Private Prisons","2229","0","837","0","22","0","7","0","2","0","0","0","3097"
"Regional Correctional Facilities","2327","104","1162","114","47","2","7","0","11","0","0","0","3774"
"Community Work Centers","381","37","237","117","4","4","2","0","3","0","0","0","785"
"Community Trusties","27","0","10","0","0","0","0","0","1","0","0","0","38"
"TVC","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Pending File Review","50","3","30","5","0","0","0","0","1","0","0","0","89"
"Court Order","128","5","74","6","0","0","0","0","0","0","0","0","213"
"","11437","509","5782","816","153","12","25","2","35","2","4","2","18779"
"Intensive Supervison Program","288","79","237","116","3","1","1","1","3","1","1","1","732"
"Earned Release Supervision","352","43","119","34","3","0","0","0","0","0","0","0","551"
"Medical Release","6","0","3","2","0","0","0","0","0","0","0","0","11"
"Other Custody","226","11","207","22","32","2","0","1","4","0","1","0","506"
"Transitional Housing","1","0","0","0","0","0","0","0","0","0","0","0","1"
"At Large","17","0","6","2","3","0","0","0","0","0","0","0","28"
"Conditional Release","0","0","1","1","0","0","0","0","0","0","0","0","2"
"Failure to Report-Monitoring","1","0","2","0","0","0","0","0","0","0","0","0","3"
"RRP","27","2","18","3","0","0","0","0","1","0","1","0","52"
"Off-Grounds Medical (Hospital)","4","0","5","0","0","0","0","0","0","0","0","0","9"
"TOTAL","12359","644","6380","996","194","15","26","4","43","3","7","3","20674"
"percent_of_total","59.78%","3.12%","30.86%","4.82%",".94%",".07%",".13%",".02%",".21%",".01%",".03%",".01%","100.00%"
