"location","black_male","black_female","white_male","white_female","hispanic_male","hispanic_female","native_american_male","native_american_female","asian_male","asian_female","unknown_male","unknown_female","total"
"MSP","3623","1","1368","0","39","0","5","0","6","0","1","0","5043"
"CMCF","1085","834","600","605","14","9","1","0","0","5","0","0","3153"
"SMCI","1440","0","695","0","23","0","1","0","8","0","0","0","2167"
"County Jails (approved)","1060","57","672","83","9","1","5","1","4","0","3","0","1895"
"County Jails (unapproved)","127","14","105","22","1","0","0","0","0","0","4","0","273"
"Private Prisons","3087","0","1068","0","11","0","3","0","6","0","0","0","4175"
"Regional Correctional Facilities","2076","0","648","0","15","0","1","0","2","0","0","0","2742"
"Community Work Centers","1083","115","444","103","5","0","0","0","3","0","1","0","1754"
"Community Trusties","13","0","11","0","0","0","0","0","0","0","0","0","24"
"CUSTODY POPULATION","13594","1021","5611","813","117","10","16","1","29","5","9","0","21226"
"Intensive Supervison Program","559","99","445","176","6","1","4","2","3","0","3","3","1301"
"Earned Release Supervision","884","88","279","40","4","0","1","0","1","0","0","0","1297"
"Medical Release","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Other Custody/At Large","133","4","118","13","4","0","0","0","0","0","0","0","272"
"University of MS Medical Center","0","0","0","0","0","0","0","0","0","0","0","0","0"
"TOTAL","15170","1212","6453","1042","131","11","21","3","33","5","12","3","24096"
"% of Total Offenses","62.96%","5.03%","26.78%","4.32%","0.54%","0.05%","0.09%","0.01%","0.14%","0.02%","0.05%","0.01%","100.00%"
