"location","black_male","black_female","white_male","white_female","hispanic_male","hispanic_female","native_american_male","native_american_female","asian_male","asian_female","unknown_male","unknown_female","total"
"MSP","2296","0","1062","0","13","0","1","0","4","0","0","0","3376"
"CMCF","1494","443","808","515","28","5","5","1","6","0","2","0","3307"
"SMCI","2136","0","986","0","49","0","4","0","7","0","0","0","3182"
"County Jails (approved)","823","32","539","52","4","0","5","0","4","0","1","0","1460"
"County Jails (unapproved)","247","14","153","16","2","0","1","1","3","0","7","0","444"
"Private Prisons","3206","0","1031","0","24","0","2","0","4","0","0","0","4267"
"Regional Correctional Facilities","2686","141","1309","159","38","1","2","1","8","0","2","0","4347"
"Community Work Centers","803","75","438","165","5","1","1","0","2","0","0","0","1490"
"Community Trusties","10","0","3","0","0","0","0","0","0","0","0","0","13"
"Pending File Review","7","0","6","5","2","0","0","0","0","0","0","0","20"
"Court Order","175","10","125","27","1","0","0","1","0","0","0","0","339"
"CUSTODY POPULATION","13883","715","6460","939","166","7","21","4","38","0","12","0","22245"
"Intensive Supervison Program","648","168","540","281","6","1","2","0","3","1","4","0","1654"
"Earned Release Supervision","1021","92","429","79","5","0","0","0","1","1","0","0","1628"
"Medical Release","17","1","6","1","0","0","0","0","0","0","0","0","25"
"Other Custody","203","11","160","20","43","5","0","1","2","0","4","0","449"
"At Large","21","0","8","2","3","0","0","0","0","0","0","0","34"
"Off-Grounds Medical (Hospital)","7","2","2","1","0","0","0","0","0","0","0","0","12"
"TOTAL","15800","989","7605","1323","223","13","23","5","44","2","20","0","26047"
"percent_of_total","60.66%","3.80%","29.20%","5.08%",".86%",".05%",".09%",".02%",".17%",".01%",".08%",".00%","100.00%"
