"location","black_male","black_female","white_male","white_female","hispanic_male","hispanic_female","native_american_male","native_american_female","asian_male","asian_female","unknown_male","unknown_female","total"
"MSP","3870","1","1396","0","35","0","6","0","7","0","1","0","5316"
"CMCF","1052","846","613","608","18","6","1","0","1","5","0","0","3150"
"SMCI","1448","0","725","0","0","0","0","0","0","0","0","0","2173"
"County Jails (approved)","1036","46","685","71","9","3","5","1","4","0","9","1","1870"
"County Jails (unapproved)","122","14","93","27","2","0","0","0","0","0","1","0","259"
"Private Prisons","2857","0","1031","0","10","0","2","0","6","0","0","0","3906"
"Regional Correctional Facilities","2089","0","636","0","13","0","1","0","3","0","0","0","2742"
"Community Work Centers","1069","117","424","101","5","0","0","0","3","0","1","0","1720"
"Community Trusties","13","0","9","0","0","0","0","0","0","0","0","0","22"
"CUSTODY POPULATION","13556","1024","5612","807","92","9","15","1","24","5","12","1","21158"
"Intensive Supervison Program","552","90","434","167","8","2","3","2","3","0","2","2","1265"
"Earned Release Supervision","873","96","304","38","3","0","1","0","0","0","0","0","1315"
"Medical Release","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Other Custody/At Large","134","3","117","13","4","0","0","0","0","0","0","0","271"
"University of MS Medical Center","0","0","0","0","0","0","0","0","0","0","0","0","0"
"TOTAL","15115","1213","6467","1025","107","11","19","3","27","5","14","3","24009"
"% of Total Offenses","62.96%","5.05%","26.94%","4.27%","0.45%","0.05%","0.08%","0.01%","0.11%","0.02%","0.06%","0.01%","100.00%"
