"location","black_male","black_female","white_male","white_female","hispanic_male","hispanic_female","native_american_male","native_american_female","asian_male","asian_female","unknown_male","unknown_female","total"
"MSP","2908","2","1170","0","32","0","1","0","3","0","1","0","4117"
"CMCF","1333","774","712","690","23","11","0","1","2","2","0","0","3548"
"SMCI","2040","0","1005","0","49","0","3","0","9","0","0","0","3106"
"County Jails (approved)","603","91","338","90","11","1","2","0","2","0","2","0","1140"
"County Jails (unapproved)","132","15","74","19","3","0","0","0","0","0","2","0","245"
"Private Prisons","4076","0","1324","0","31","0","7","0","7","0","1","0","5446"
"Regional Correctional Facilities","2106","0","771","0","18","0","4","0","7","0","0","0","2906"
"Community Work Centers","999","111","451","129","14","0","3","1","0","0","0","0","1708"
"Community Trusties","14","0","3","0","0","0","0","0","0","0","0","0","17"
"Pending File Review","108","10","51","6","1","0","0","0","0","0","0","0","176"
"Court Order","210","10","113","13","1","0","0","0","1","0","0","0","348"
"CUSTODY POPULATION","14529","1013","6012","947","183","12","20","2","31","2","6","0","22757"
"Intensive Supervison Program","452","130","390","151","4","0","2","1","5","2","1","2","1140"
"Earned Release Supervision","1121","93","480","70","4","0","1","0","1","0","0","0","1770"
"Medical Release","19","4","12","1","0","0","0","0","0","0","0","0","36"
"Other Custody","126","9","117","13","41","3","0","1","2","0","4","1","317"
"At Large","32","2","13","2","3","0","0","0","0","0","0","0","52"
"Off-Grounds Medical (Hospital)","5","1","3","0","0","0","0","0","0","0","0","0","9"
"TOTAL","16284","1252","7027","1184","235","15","23","4","39","4","11","3","26081"
"% OF TOTAL_offenses","62.44%","4.80%","26.94%","4.54%","0.90%","0.06%","0.09%","0.02%","0.15%","0.02%","0.04%","0.01%","100.00%"
