"location","black_male","black_female","white_male","white_female","hispanic_male","hispanic_female","native_american_male","native_american_female","asian_male","asian_female","unknown_male","unknown_female","total"
"MSP","2,056","0","950","0","22","0","4","0","4","0","1","0","3,037"
"CMCF","835","365","456","412","7","4","2","2","3","1","1","0","2,088"
"SMCI","1,666","0","918","0","30","0","1","0","7","0","0","0","2,622"
"County Jails (approved)","695","26","399","43","8","0","1","0","0","1","0","0","1,173"
"County Jails (unapproved)","71","4","22","7","0","0","0","0","1","0","1","0","106"
"Youthful Offender Facility","29","0","4","0","0","0","0","0","0","0","0","0","33"
"Private Prisons","3,217","0","1,062","0","39","0","8","0","8","0","0","0","4,334"
"Regional Correctional Facilities","2,700","132","1,189","146","37","3","3","0","7","0","0","0","4,217"
"Community Work Centers","607","56","309","124","0","1","2","0","0","1","1","0","1,101"
"Transitional Housing","2","0","0","0","0","0","0","0","0","0","0","0","2"
"TVC","2","0","1","0","0","0","0","0","0","0","0","0","3"
"Community Trusties","5","0","1","0","0","0","0","0","0","0","0","0","6"
"Pending File Review","100","11","72","10","1","0","0","0","1","0","0","0","195"
"Court Order","133","5","77","16","0","1","0","0","1","0","0","0","233"
"","12,118","599","5,460","758","144","9","21","2","32","3","4","0","19,150"
"Intensive Supervison Program","527","146","404","234","5","5","0","2","3","0","1","1","1,328"
"Earned Release Supervision","736","71","242","56","4","0","3","0","1","0","0","0","1,113"
"Medical Release","11","0","7","2","0","0","0","0","0","0","0","0","20"
"Other Custody","241","12","183","20","49","6","2","1","4","0","3","0","521"
"At Large","16","0","7","2","3","0","0","0","0","0","0","0","28"
"Off-Grounds Medical (Hospital)","5","0","7","0","0","0","0","0","0","0","0","0","12"
"TOTAL","13,654","828","6,310","1,072","205","20","26","5","40","3","8","1","22,172"
"percent_of_total","61.58%","3.73%","28.46%","4.83%",".92%",".09%",".12%",".02%",".18%",".01%",".04%",".00%","100.00%"
