"location","black_male","black_female","white_male","white_female","hispanic_male","hispanic_female","native_american_male","native_american_female","asian_male","asian_female","unknown_male","unknown_female","total"
"MSP","1,386","0","689","0","16","0","0","0","5","0","2,871","0","4,967"
"CMCF","1,532","381","1,093","526","29","5","8","3","15","0","0","0","3,592"
"SMCI","1,662","0","921","0","21","0","2","0","7","0","0","0","2,613"
"County Jails (approved)","336","3","340","5","8","0","0","0","2","0","1","0","695"
"County Jails (unapproved)","245","9","171","27","5","0","3","0","0","0","4","0","464"
"Youthful Offender Facility","18","1","1","0","0","0","0","0","0","0","0","0","20"
"Private Prisons","2,871","0","999","0","24","0","7","0","3","0","1","0","3,905"
"Regional Correctional Facilities","2,623","54","1,411","84","57","2","8","0","13","0","1","0","4,253"
"Community Work Centers","213","25","136","123","3","0","0","1","1","0","0","0","502"
"Community Trusties","5","0","0","0","0","0","0","0","0","0","0","0","5"
"TVC","46","0","17","0","0","0","0","0","0","0","0","0","63"
"Transitional Housing","3","0","6","2","1","0","0","0","0","0","0","0","12"
"Pending File Review","51","5","46","11","1","0","0","0","1","0","0","0","115"
"RRP","17","2","37","16","0","0","0","0","0","0","0","0","72"
"Court Order","105","3","80","6","1","0","0","0","0","0","0","0","195"
"","11,113","483","5,947","800","166","7","28","4","47","0","2,878","0","21,473"
"Intensive Supervison Program","378","83","317","142","3","0","0","0","0","2","1","0","926"
"Earned Release Supervision","370","22","117","24","2","0","0","1","1","0","0","0","537"
"Medical Release","7","0","10","0","0","0","0","0","0","0","0","0","17"
"Other Custody","246","7","176","17","27","0","0","0","2","0","1","0","476"
"At Large","14","0","5","2","3","0","0","0","0","0","0","0","24"
"Conditional Release","1","0","0","2","0","0","0","0","0","0","0","0","3"
"Failure to Report-Monitoring","2","0","4","0","0","0","0","0","0","0","0","0","6"
"Off-Grounds Medical (Hospital)","7","2","0","0","0","0","0","0","0","0","0","0","9"
"TOTAL","12,138","597","6,576","987","201","7","28","5","50","0","2,880","0","23,471"
"% OF TOTAL OFFENDERS","51.71%","2.54%","28.02%","4.21%",".86%",".03%",".12%",".02%",".21%",".00%","#####",".00%","100.00%"
