"location","black_male","black_female","white_male","white_female","hispanic_male","hispanic_female","native_american_male","native_american_female","asian_male","asian_female","unknown_male","unknown_female","total"
"MSP","2,301","0","1,055","0","21","0","3","0","5","0","0","0","3,385"
"CMCF","1,206","354","697","463","19","5","4","3","4","1","1","1","2,758"
"SMCI","1,806","0","955","0","26","0","0","0","5","0","0","0","2,792"
"County Jails (approved)","517","9","329","27","4","0","2","1","1","0","1","0","891"
"County Jails (unapproved)","193","8","153","21","1","0","0","0","2","0","0","0","378"
"Youthful Offender Facility","28","0","1","0","1","0","0","0","0","0","0","0","30"
"Private Prisons","2,831","0","1,063","0","28","0","9","0","5","0","0","0","3,936"
"Regional Correctional Facilities","2,169","112","976","116","31","3","4","0","7","0","1","0","3,419"
"Community Work Centers","527","50","295","123","0","2","2","0","3","0","1","0","1,003"
"Community Trusties","13","0","1","0","0","0","1","0","2","0","0","0","17"
"Pending File Review","39","5","28","5","0","0","0","0","1","0","0","0","78"
"Court Order","148","3","108","17","0","0","0","0","1","0","0","0","277"
"","11,778","541","5,661","772","131","10","25","4","36","1","4","1","18,964"
"Intensive Supervison Program","321","100","239","129","5","3","1","0","2","0","0","0","800"
"Earned Release Supervision","560","64","185","42","3","0","0","0","1","0","0","0","855"
"Medical Release","5","0","5","2","0","0","0","0","0","0","0","0","12"
"Other Custody","228","12","206","23","42","4","1","1","3","0","3","0","523"
"At Large","15","0","6","2","3","0","0","0","0","0","0","0","26"
"Off-Grounds Medical (Hospital)","9","0","0","1","0","0","1","0","0","0","0","0","11"
"Conditional Release","0","0","1","1","0","0","0","0","0","0","0","0","2"
"TOTAL","12,916","717","6,303","972","184","17","28","5","42","1","7","1","21,193"
"percent_of_total","60.94%","3.38%","29.74%","4.59%",".87%",".08%",".13%",".02%",".20%",".00%",".03%",".00%","100.00%"
