"location","black_male","black_female","white_male","white_female","hispanic_male","hispanic_female","native_american_male","native_american_female","asian_male","asian_female","unknown_male","unknown_female","total"
"MSP","3302","3","1147","0","30","0","3","0","4","0","0","0","4489"
"CMCF","1179","780","676","698","18","5","2","3","1","4","2","0","3368"
"SMCI","1719","0","823","0","28","0","2","0","9","0","0","0","2581"
"County Jails (approved)","699","67","488","75","11","3","0","0","2","0","8","0","1353"
"County Jails (unapproved)","77","8","49","7","2","0","0","0","0","0","2","0","145"
"Private Prisons","3688","0","1166","0","22","0","6","0","7","0","3","0","4892"
"Regional Correctional Facilities","2143","0","875","0","16","0","2","0","6","0","1","0","3043"
"Community Work Centers","1034","104","514","107","9","0","2","2","3","0","0","0","1775"
"Community Trusties","14","0","3","0","0","0","0","0","0","0","0","0","17"
"Pending File Review","44","4","10","3","0","0","0","0","0","0","0","0","61"
"Court Order","162","11","118","42","1","0","1","0","0","0","0","0","335"
"CUSTODY POPULATION","14061","977","5869","932","137","8","18","5","32","4","16","0","22059"
"Intensive Supervison Program","437","120","426","176","7","1","1","1","1","1","3","1","1175"
"Earned Release Supervision","1033","94","438","78","4","3","4","0","1","0","0","0","1655"
"Medical Release","5","0","4","0","0","0","0","0","0","0","0","0","9"
"Other Custody","122","10","125","15","35","2","0","0","3","0","3","1","316"
"At Large","54","3","19","3","5","0","0","0","1","0","0","0","85"
"Off-Grounds Medical (Hospital)","4","2","7","2","0","0","0","0","0","0","0","0","15"
"TOTAL","15716","1206","6888","1206","188","14","23","6","38","5","22","2","25314"
"% OF TOTAL_offenses","62.08%","4.76%","27.21%","4.76%","0.74%","0.06%","0.09%","0.02%","0.15%","0.02%","0.09%","0.01%","100.00%"
