"location","black_male","black_female","white_male","white_female","hispanic_male","hispanic_female","native_american_male","native_american_female","asian_male","asian_female","unknown_male","unknown_female","total"
"MSP","2,246","0","937","0","23","0","2","0","10","0","2","0","3,220"
"CMCF","1,533","408","1,095","576","34","7","4","2","7","1","0","1","3,668"
"SMCI","1,670","0","944","0","30","0","2","0","4","0","0","0","2,650"
"County Jails (approved)","346","2","334","9","4","0","1","0","2","0","3","0","701"
"County Jails (unapproved)","173","6","141","16","1","0","0","0","1","0","3","0","341"
"Youthful Offender Facility","24","0","3","0","0","0","0","0","0","0","0","0","27"
"Private Prisons","2,258","0","871","0","18","0","8","0","2","0","0","0","3,157"
"Regional Correctional Facilities","2,682","53","1,374","110","54","3","9","0","11","0","0","0","4,296"
"Community Work Centers","291","21","195","122","4","0","1","2","3","0","0","0","639"
"Community Trusties","7","0","1","0","0","0","0","0","0","0","0","0","8"
"TVC","55","0","21","0","0","0","0","0","0","0","0","0","76"
"Transitional Housing","11","1","15","5","0","0","0","0","0","0","0","0","32"
"Pending File Review","39","5","24","6","0","0","0","0","2","0","0","0","76"
"RRP","22","3","24","18","0","1","0","0","0","0","0","0","68"
"Court Order","136","4","125","13","0","0","0","0","0","0","0","0","278"
"","11,493","503","6,104","875","168","11","27","4","42","1","8","1","19,237"
"Intensive Supervison Program","354","67","270","131","2","0","0","0","0","1","1","0","826"
"Earned Release Supervision","399","30","122","23","0","2","0","1","2","0","0","0","579"
"Medical Release","5","0","9","0","0","0","0","0","0","0","0","0","14"
"Other Custody","244","4","175","23","27","0","0","0","2","0","1","0","476"
"At Large","14","0","5","2","3","0","0","0","0","0","0","0","24"
"Conditional Release","0","0","1","1","0","0","0","0","0","0","0","0","2"
"Failure to Report-Monitoring","2","0","4","0","0","0","0","0","0","0","0","0","6"
"Off-Grounds Medical (Hospital)","5","0","3","0","0","0","0","0","0","0","0","0","8"
"TOTAL","12,516","604","6,693","1,055","200","13","27","5","46","2","10","1","21,172"
"percent_of_total","59.12%","2.85%","31.61%","4.98%",".94%",".06%",".13%",".02%",".22%",".01%",".05%",".00%","100.00%"
