"location","black_male","black_female","white_male","white_female","hispanic_male","hispanic_female","native_american_male","native_american_female","asian_male","asian_female","unknown_male","unknown_female","total"
"MSP","2204","0","1133","1","28","0","2","0","7","0","0","0","3375"
"CMCF","1494","366","891","529","21","8","6","2","8","1","0","1","3327"
"SMCI","2039","0","981","0","28","0","2","0","4","0","0","0","3054"
"County Jails (approved)","355","3","301","23","3","0","1","0","2","0","1","0","689"
"County Jails (unapproved)","198","11","145","28","2","0","1","1","0","0","7","0","393"
"Youthful Offender Facility","22","0","4","0","1","0","0","0","0","0","0","0","27"
"Private Prisons","2211","0","818","0","20","0","7","0","1","0","0","0","3057"
"Regional Correctional Facilities","2331","102","1176","130","47","1","6","0","11","0","0","0","3804"
"Community Work Centers","380","36","264","125","4","4","2","0","3","1","0","0","819"
"Community Trusties","33","0","14","0","0","0","0","0","1","0","0","0","48"
"TVC","0","1","0","1","0","0","0","0","0","0","0","0","2"
"Transitional Housing","1","0","0","0","0","0","0","0","0","0","0","0","1"
"Pending File Review","64","5","38","4","2","0","0","0","1","0","0","0","114"
"Court Order","155","3","96","12","0","0","0","0","0","0","0","0","266"
"CUSTODY POPULATION","11487","527","5861","853","156","13","27","3","38","2","8","1","18976"
"Intensive Supervison Program","287","74","227","126","4","1","2","1","2","1","1","1","727"
"Earned Release Supervision","372","39","118","34","2","0","0","0","0","0","0","0","565"
"Medical Release","5","0","4","1","0","0","0","0","0","0","0","0","10"
"Other Custody","217","12","214","22","27","1","0","0","4","0","1","0","498"
"At Large","16","0","6","2","3","0","0","0","0","0","0","1","28"
"Conditional Release","0","0","1","1","0","0","0","0","0","0","0","0","2"
"Failure to Report-Monitoring","2","0","3","0","0","0","0","0","0","0","0","0","5"
"RRP","33","1","35","7","0","0","0","0","0","0","0","0","76"
"Off-Grounds Medical (Hospital)","6","0","5","0","0","0","0","0","0","0","0","0","11"
"TOTAL","12425","653","6474","1046","192","15","29","4","44","3","10","3","20898"
"percent_of_total","59.46%","3.12%","30.98%","5.01%",".92%",".07%",".14%",".02%",".21%",".01%",".05%",".01%","100.00%"
