"location","black_male","black_female","white_male","white_female","hispanic_male","hispanic_female","native_american_male","native_american_female","asian_male","asian_female","unknown_male","unknown_female","total"
"MSP","3099","0","1175","0","33","0","5","0","7","0","0","0","4319"
"CMCF","1102","742","654","622","13","9","2","2","2","5","0","0","3153"
"SMCI","1469","0","706","0","24","0","2","0","8","0","0","0","2209"
"County Jails (approved)","598","55","479","72","9","2","0","1","3","0","2","1","1222"
"County Jails (unapproved)","12","2","12","5","3","0","0","0","1","0","0","0","35"
"Private Prisons","3657","0","1154","0","18","0","7","0","9","0","1","0","4846"
"Regional Correctional Facilities","2209","0","749","0","22","0","0","0","4","0","1","0","2985"
"Community Work Centers","929","109","449","105","5","1","1","0","3","0","1","0","1603"
"Community Trusties","9","0","8","0","0","0","0","0","0","0","0","0","17"
"Pending File Review","22","8","13","5","0","0","0","0","0","0","0","0","48"
"Court Order","175","8","129","35","0","0","2","0","0","1","0","0","350"
"","13281","924","5528","844","127","12","19","3","37","6","5","1","20787"
"Intensive Supervison Program","685","151","613","201","6","1","2","0","3","1","9","1","1673"
"Earned Release Supervision","1196","127","460","70","3","0","1","0","0","0","0","0","1857"
"Medical Release","4","0","3","1","0","0","0","0","0","0","0","0","8"
"Other Custody","133","11","123","14","19","0","0","0","0","0","2","0","302"
"At Large","70","2","34","5","3","0","0","0","0","0","0","0","114"
"Off-Grounds Medical (Hospital)","1","0","1","2","0","0","0","0","0","0","0","0","4"
"TOTAL","15370","1215","6762","1137","158","13","22","3","40","7","16","2","24745"
"% OF TOTAL_offenses","62.11%","4.91%","27.33%","4.59%","0.64%","0.05%","0.09%","0.01%","0.16%","0.03%","0.06%","0.01%","100.00%"
