"location","black_male","black_female","white_male","white_female","hispanic_male","hispanic_female","native_american_male","native_american_female","asian_male","asian_female","unknown_male","unknown_female","total"
"MSP","3201","0","1243","0","34","0","5","0","5","0","1","0","4489"
"CMCF","1052","732","572","616","10","8","4","1","1","5","1","0","3002"
"SMCI","1415","0","685","0","24","0","2","0","9","0","0","0","2135"
"County Jails (approved)","673","50","481","72","8","1","0","2","3","0","5","1","1296"
"County Jails (unapproved)","22","0","16","2","0","0","0","0","0","0","0","0","40"
"Private Prisons","3648","0","1172","0","19","0","7","0","10","0","0","0","4856"
"Regional Correctional Facilities","2085","0","716","0","19","0","1","0","3","0","0","0","2824"
"Community Work Centers","968","111","474","99","5","1","1","0","3","0","1","0","1663"
"Community Trusties","7","0","7","0","0","0","0","0","0","0","0","0","14"
"Pending File Review","32","2","13","3","0","0","0","0","0","0","0","0","50"
"Court Order","189","13","157","35","0","0","2","0","1","1","0","0","398"
"","13292","908","5536","827","119","10","22","3","35","6","8","1","20767"
"Intensive Supervison Program","694","142","598","203","5","1","2","0","3","1","10","2","1661"
"Earned Release Supervision","1203","128","473","67","4","0","2","0","0","0","0","0","1877"
"Medical Release","3","0","3","1","0","0","0","0","0","0","0","0","7"
"Other Custody","131","9","120","12","20","0","0","0","0","0","2","0","294"
"At Large","66","2","30","4","3","0","0","0","0","0","0","0","105"
"Off-Grounds Medical (Hospital)","3","0","3","1","0","0","0","0","0","0","0","0","7"
"TOTAL","15392","1189","6763","1115","151","11","26","3","38","7","20","3","24718"
"% OF TOTAL_offenses","62.27%","4.81%","27.36%","4.51%","0.61%","0.04%","0.11%","0.01%","0.15%","0.03%","0.08%","0.01%","100.00%"
