"location","black_male","black_female","white_male","white_female","hispanic_male","hispanic_female","native_american_male","native_american_female","asian_male","asian_female","unknown_male","unknown_female","total"
"MSP","2259","0","1041","1","27","0","2","0","7","0","0","0","3337"
"CMCF","1537","339","1025","528","28","5","6","2","5","3","1","1","3480"
"SMCI","1687","0","901","0","25","0","1","0","3","0","0","0","2617"
"County Jails (approved)","344","6","300","30","5","0","0","0","1","0","1","0","687"
"County Jails (unapproved)","179","6","115","17","6","0","0","0","1","0","0","1","325"
"Youthful Offender Facility","22","0","3","0","1","0","0","0","0","0","0","0","26"
"Private Prisons","2247","0","839","0","20","0","7","0","1","0","0","0","3114"
"Regional Correctional Facilities","2529","101","1384","129","48","4","7","1","13","0","1","0","4217"
"Community Work Centers","303","34","207","117","2","3","1","0","1","1","0","0","669"
"Community Trusties","20","0","16","0","0","0","0","0","1","0","0","0","37"
"TVC","1","5","0","16","0","0","0","0","0","0","0","0","22"
"Transitional Housing","18","1","12","6","0","0","0","0","0","0","0","0","37"
"Pending File Review","50","2","49","5","0","0","0","0","2","0","0","0","108"
"RRP","44","6","41","12","1","0","0","0","1","0","0","0","105"
"Court Order","110","2","95","17","1","0","0","0","1","0","1","0","227"
"CUSTODY POPULATION","11350","502","6028","878","164","12","24","3","37","4","4","2","19008"
"Intensive Supervison Program","282","70","202","128","4","2","1","1","1","0","2","0","693"
"Earned Release Supervision","420","36","121","33","0","1","0","0","0","0","0","0","611"
"Medical Release","7","0","4","1","0","0","0","0","0","0","0","0","12"
"Other Custody","210","7","192","18","25","0","1","0","2","0","1","0","456"
"At Large","17","0","7","2","3","0","0","0","0","0","1","0","30"
"Conditional Release","1","0","1","1","0","0","0","0","0","0","0","0","3"
"Failure to Report-Monitoring","2","0","4","0","0","0","0","0","0","0","0","0","6"
"Off-Grounds Medical (Hospital)","4","0","2","0","0","0","0","0","0","0","0","0","6"
"TOTAL","12293","615","6561","1061","196","15","26","4","40","4","8","2","20825"
"percent_of_total","59.03%","2.95%","31.51%","5.09%",".94%",".07%",".12%",".02%",".19%",".02%",".04%",".01%","100.00%"
