"location","black_male","black_female","white_male","white_female","hispanic_male","hispanic_female","native_american_male","native_american_female","asian_male","asian_female","unknown_male","unknown_female","total"
"MSP","2229","0","946","0","23","0","2","0","10","0","2","0","3212"
"CMCF","1563","405","1063","586","31","6","4","2","6","1","0","1","3668"
"SMCI","1648","0","957","0","32","0","2","0","4","0","0","0","2643"
"County Jails (approved)","361","2","336","8","5","0","0","0","2","0","0","1","715"
"County Jails (unapproved)","192","8","139","23","4","0","1","0","1","0","2","0","370"
"Youthful Offender Facility","24","0","3","0","0","0","0","0","0","0","0","0","27"
"Private Prisons","2283","0","870","0","17","0","8","0","2","0","0","0","3180"
"Regional Correctional Facilities","2670","59","1373","99","55","3","8","0","11","0","0","0","4278"
"Community Work Centers","270","19","197","123","3","1","1","2","3","0","0","0","619"
"Community Trusties","6","0","1","0","0","0","0","0","0","0","0","0","7"
"TVC","56","0","26","0","0","0","0","0","0","0","0","0","82"
"Transitional Housing","7","1","13","4","0","0","0","0","0","0","0","0","25"
"Pending File Review","73","8","46","10","3","0","0","0","2","0","0","0","142"
"RRP","25","3","20","18","0","1","0","0","0","0","1","0","68"
"Court Order","141","6","119","16","1","1","0","0","0","0","0","0","270"
"","11548","511","6109","887","174","12","26","4","41","1","5","2","19306"
"Intensive Supervison Program","353","70","270","126","2","1","0","0","0","1","1","0","824"
"Earned Release Supervision","399","29","121","21","0","2","0","1","2","0","0","0","575"
"Medical Release","5","0","8","0","0","0","0","0","0","0","0","0","13"
"Other Custody","249","5","177","23","29","0","0","0","3","0","1","0","487"
"At Large","14","0","5","2","3","0","0","0","0","0","0","0","24"
"Conditional Release","0","0","1","1","0","0","0","0","0","0","0","0","2"
"Failure to Report-Monitoring","2","0","4","0","0","0","0","0","0","0","0","0","6"
"Off-Grounds Medical (Hospital)","3","0","2","1","0","0","0","0","0","0","0","0","6"
"TOTAL","12573","615","6697","1061","208","15","26","5","46","2","7","2","21243"
"percent_of_total","59.19%","2.90%","31.53%","4.99%",".98%",".07%",".12%",".02%",".22%",".01%",".03%",".01%","100.00%"
