"location","black_male","black_female","white_male","white_female","hispanic_male","hispanic_female","native_american_male","native_american_female","asian_male","asian_female","unknown_male","unknown_female","total"
"MSP","2366","0","1027","0","33","0","3","0","6","0","1","0","3436"
"CMCF","1458","384","1045","592","25","8","5","5","14","2","1","1","3540"
"SMCI","1955","0","1052","0","33","0","1","0","4","0","0","0","3045"
"County Jails (approved)","358","1","350","14","8","0","0","0","4","0","2","0","737"
"County Jails (unapproved)","190","11","131","25","3","0","1","0","5","0","0","1","367"
"Youthful Offender Facility","32","0","3","0","1","0","0","0","0","0","0","0","36"
"Private Prisons","2310","0","897","0","23","0","8","0","2","0","1","0","3241"
"Regional Correctional Facilities","2202","77","1231","102","41","1","6","0","11","0","1","0","3672"
"Community Work Centers","303","25","214","128","1","3","2","1","0","1","0","0","678"
"Community Trusties","3","0","3","0","0","0","0","0","0","0","0","0","6"
"TVC","15","0","5","0","0","0","0","0","0","0","0","0","20"
"Transitional Housing","8","3","12","6","0","0","0","0","0","0","0","0","29"
"Pending File Review","61","5","46","7","1","0","0","0","2","0","0","0","122"
"RRP","44","7","52","29","0","0","0","0","0","0","0","0","132"
"Court Order","111","5","80","13","0","0","0","0","0","0","0","0","209"
"CUSTODY POPULATION","11416","518","6148","916","169","12","26","6","48","3","6","2","19270"
"Intensive Supervison Program","280","64","228","123","3","1","2","0","2","1","1","0","705"
"Earned Release Supervision","427","30","132","23","0","1","0","0","1","0","0","0","614"
"Medical Release","9","0","5","1","0","0","0","0","0","0","0","0","15"
"Other Custody","221","5","171","21","27","0","0","0","2","0","1","0","448"
"At Large","15","0","7","2","3","0","0","0","0","0","0","0","27"
"Conditional Release","1","0","1","1","0","0","0","0","0","0","0","0","3"
"Failure to Report-Monitoring","2","0","3","0","0","0","0","0","0","0","0","0","5"
"Off-Grounds Medical (Hospital)","5","1","5","0","0","0","0","0","0","0","0","0","11"
"TOTAL","12376","618","6700","1087","202","14","28","6","53","4","8","2","21098"
"percent_of_total","58.66%","2.93%","31.76%","5.15%",".96%",".07%",".13%",".03%",".25%",".02%",".04%",".01%","100.00%"
