"location","black_male","black_female","white_male","white_female","hispanic_male","hispanic_female","native_american_male","native_american_female","asian_male","asian_female","unknown_male","unknown_female","total"
"MSP","3045","2","1103","0","27","0","0","0","7","0","0","0","4184"
"CMCF","1247","797","714","697","14","6","5","2","2","2","1","0","3487"
"SMCI","2000","0","979","0","49","0","2","0","10","0","1","0","3041"
"County Jails (approved)","763","59","482","75","9","1","1","0","3","0","2","0","1395"
"County Jails (unapproved)","95","8","53","14","2","0","0","0","0","0","0","0","172"
"Private Prisons","3625","0","1112","0","30","0","4","0","6","0","4","0","4781"
"Regional Correctional Facilities","2190","0","820","0","23","0","2","0","6","0","0","0","3041"
"Community Work Centers","998","111","491","135","10","0","1","2","2","0","0","0","1750"
"Community Trusties","13","0","4","0","0","0","0","0","0","0","0","0","17"
"Pending File Review","67","1","28","4","2","0","0","0","0","0","0","0","102"
"Court Order","155","12","129","33","1","0","2","0","1","0","0","0","333"
"","14198","990","5915","958","167","7","17","4","37","2","8","0","22303"
"Intensive Supervison Program","445","136","403","204","8","1","1","0","0","3","6","5","1212"
"Earned Release Supervision","1088","111","446","79","4","1","2","0","1","0","0","0","1732"
"Medical Release","5","1","6","0","0","0","0","0","0","0","0","0","12"
"Other Custody","138","10","118","14","33","3","0","0","3","0","3","1","323"
"At Large","48","2","15","3","4","0","0","0","0","0","0","0","72"
"Off-Grounds Medical (Hospital)","6","1","1","1","0","0","0","0","0","0","0","0","9"
"TOTAL","15928","1251","6904","1259","216","12","20","4","41","5","17","6","25663"
"% OF TOTAL_offenses","62.07%","4.87%","26.90%","4.91%","0.84%","0.05%","0.08%","0.02%","0.16%","0.02%","0.07%","0.02%","100.00%"
