"location","black_male","black_female","white_male","white_female","hispanic_male","hispanic_female","native_american_male","native_american_female","asian_male","asian_female","unknown_male","unknown_female","total"
"MSP","4,041","0","1,415","0","24","0","5","0","3","0","0","0","5,488"
"CMCF","1,057","832","647","499","13","5","5","1","4","3","0","0","3,066"
"SMCI","1,419","0","665","0","18","0","2","0","4","0","0","0","2,108"
"County Jails (approved)","1,050","70","608","67","9","2","2","0","1","0","0","0","1,809"
"County Jails (unapproved)","85","9","82","21","2","0","0","0","0","0","0","0","199"
"Private Prisons","2,603","0","816","0","7","0","4","0","1","0","0","0","3,431"
"Regional Correctional Facilities","1,974","0","521","0","8","0","0","0","3","0","0","0","2,506"
"Community Work Centers","815","80","329","73","3","0","2","0","2","0","1","0","1,305"
"Community Trusties","11","0","7","0","0","0","0","0","0","0","0","0","18"
"","13,055","991","5,090","660","84","7","20","1","18","3","1","0","19,930"
"Intensive Supervison Program","674","120","520","165","4","2","3","1","2","1","0","0","1,492"
"Earned Release Supervision","677","70","256","42","1","0","0","1","0","0","0","0","1,047"
"Medical Release","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Other Custody","110","7","111","12","3","0","0","0","0","1","0","0","244"
"At Large","63","3","24","6","1","0","0","0","0","0","0","0","97"
"University of MS Medical Center","4","0","2","0","0","0","0","0","0","0","0","0","6"
"TOTAL","14,583","1,191","6,003","885","93","9","23","3","20","5","1","0","22,816"
"% of Total Offenses","63.92%","5.22%","26.31%","3.88%","0.41%","0.04%","0.10%","0.01%","0.09%","0.02%","0.00%","0.00%","100.00%"
