"location","black_male","black_female","white_male","white_female","hispanic_male","hispanic_female","native_american_male","native_american_female","asian_male","asian_female","unknown_male","unknown_female","total"
"MSP","2170","0","960","0","20","0","3","0","7","0","2","0","3162"
"CMCF","929","356","530","399","8","4","1","2","3","1","2","0","2235"
"SMCI","1528","0","865","0","35","0","2","0","6","0","0","0","2436"
"County Jails (approved)","589","25","330","49","5","0","0","0","0","1","0","0","999"
"County Jails (unapproved)","153","5","87","10","1","0","0","0","1","0","0","0","257"
"Youthful Offender Facility","20","0","4","0","0","0","0","0","0","0","0","0","24"
"Private Prisons","2949","0","957","0","25","0","8","0","9","0","0","0","3948"
"Regional Correctional Facilities","2697","108","1188","131","37","1","3","0","10","0","0","0","4175"
"Community Work Centers","541","53","297","126","0","2","3","0","1","0","2","0","1025"
"Community Trusties","6","0","2","0","0","0","0","0","0","0","0","0","8"
"Pending File Review","33","4","24","5","0","0","0","0","1","0","1","0","68"
"Court Order","116","5","84","15","2","2","0","0","0","1","0","0","225"
"CUSTODY POPULATION","11731","556","5328","735","133","9","20","2","38","3","7","0","18562"
"Intensive Supervison Program","482","127","379","222","6","3","0","1","3","0","1","1","1225"
"Earned Release Supervision","608","59","194","34","3","1","0","0","0","0","0","0","899"
"Medical Release","9","0","7","1","0","0","0","0","0","0","0","0","17"
"Other Custody","247","13","186","24","50","6","2","1","5","0","3","0","537"
"At Large","16","0","6","2","3","0","0","0","0","0","0","0","27"
"Off-Grounds Medical (Hospital)","4","0","3","0","0","0","0","0","0","0","0","0","7"
"TOTAL","13097","755","6103","1018","195","19","22","4","46","3","11","1","21274"
"percent_of_total","61.56%","3.55%","28.69%","4.79%",".92%",".09%",".10%",".02%",".22%",".01%",".05%",".00%","100.00%"
