"location","black_male","black_female","white_male","white_female","hispanic_male","hispanic_female","native_american_male","native_american_female","asian_male","asian_female","unknown_male","unknown_female","total"
"MSP","3264","3","1179","0","31","0","3","0","4","0","0","0","4484"
"CMCF","1202","791","701","698","18","5","2","2","0","4","2","0","3425"
"SMCI","1755","0","862","0","32","0","2","0","9","0","0","0","2660"
"County Jails (approved)","693","68","492","75","13","2","0","0","2","0","10","0","1355"
"County Jails (unapproved)","71","5","36","9","2","0","0","0","0","0","0","0","123"
"Private Prisons","3593","0","1118","0","22","0","6","0","7","0","2","0","4748"
"Regional Correctional Facilities","2080","0","842","0","19","0","2","0","7","0","1","0","2951"
"Community Work Centers","1045","103","500","114","7","0","1","2","2","0","0","0","1774"
"Community Trusties","14","0","3","0","0","0","0","0","0","0","0","0","17"
"Pending File Review","129","6","38","9","1","0","0","1","0","0","0","0","184"
"Court Order","152","10","111","33","0","0","1","0","0","0","0","0","307"
"","13998","986","5882","938","145","7","17","5","31","4","15","0","22028"
"Intensive Supervison Program","429","112","423","178","7","1","1","1","0","1","3","1","1157"
"Earned Release Supervision","1043","91","428","79","3","3","4","0","1","0","0","0","1652"
"Medical Release","4","0","4","0","0","0","0","0","1","0","0","0","9"
"Other Custody","129","9","124","14","33","3","0","0","4","0","3","1","320"
"At Large","51","3","18","3","5","0","0","0","1","0","0","0","81"
"Off-Grounds Medical (Hospital)","2","1","3","1","0","0","0","0","0","0","0","0","7"
"TOTAL","15656","1202","6882","1213","193","14","22","6","38","5","21","2","25254"
"% OF TOTAL_offenses","61.99%","4.76%","27.25%","4.80%","0.76%","0.06%","0.09%","0.02%","0.15%","0.02%","0.08%","0.01%","100.00%"
