"location","black_male","black_female","white_male","white_female","hispanic_male","hispanic_female","native_american_male","native_american_female","asian_male","asian_female","unknown_male","unknown_female","total"
"MSP","2182","0","1133","1","29","0","1","0","8","0","0","0","3354"
"CMCF","1421","372","855","541","17","7","5","2","6","1","1","1","3229"
"SMCI","2021","0","984","0","27","0","1","0","4","0","0","0","3037"
"County Jails (approved)","383","6","316","22","4","0","1","0","2","0","1","0","735"
"County Jails (unapproved)","189","5","122","16","3","0","1","0","1","0","2","0","339"
"Youthful Offender Facility","23","0","1","0","1","0","0","0","0","0","0","0","25"
"Private Prisons","2226","0","814","0","19","0","7","0","2","0","0","0","3068"
"Regional Correctional Facilities","2331","101","1177","129","48","2","6","0","11","0","0","0","3805"
"Community Work Centers","355","35","242","117","4","4","2","0","3","1","0","0","763"
"Community Trusties","26","0","15","0","0","0","0","0","1","0","0","0","42"
"TVC","1","1","0","0","0","0","0","0","0","0","0","0","2"
"Transitional Housing","11","0","12","0","0","0","0","0","0","0","0","0","23"
"Pending File Review","53","5","37","3","0","0","0","0","2","0","0","0","100"
"Court Order","134","5","100","17","0","0","0","0","0","0","0","0","256"
"CUSTODY POPULATION","11356","530","5808","846","152","13","24","2","40","2","4","1","18778"
"Intensive Supervison Program","303","75","237","130","5","1","2","1","2","0","2","1","759"
"Earned Release Supervision","399","36","128","36","2","0","0","0","0","0","0","0","601"
"Medical Release","5","0","4","1","0","0","0","0","0","0","0","0","10"
"Other Custody","209","11","209","23","26","1","0","0","4","0","1","0","484"
"At Large","16","0","6","2","3","0","0","0","0","0","0","1","28"
"Bond Monitoring","1","0","0","0","0","0","0","0","0","0","1","0","2"
"Contempt","0","0","1","0","0","0","0","0","0","0","0","0","1"
"Conditional Release","1","0","1","1","0","0","0","0","0","0","0","0","3"
"Failure to Report-Monitoring","2","0","4","0","0","0","0","0","0","0","0","0","6"
"RRP","41","1","36","7","0","0","0","0","0","0","0","0","85"
"Off-Grounds Medical (Hospital)","7","0","7","0","0","0","0","0","0","0","0","0","14"
"TOTAL","12340","653","6441","1046","188","15","26","3","46","2","8","3","20771"
"percent_of_total","59.41%","3.14%","31.01%","5.04%",".91%",".07%",".13%",".01%",".22%",".01%",".04%",".01%","100.00%"
