"location","black_male","black_female","white_male","white_female","hispanic_male","hispanic_female","native_american_male","native_american_female","asian_male","asian_female","unknown_male","unknown_female","total"
"MSP","3,308","1","1,245","0","42","0","5","0","4","0","1","0","4,606"
"CMCF","1,046","788","565","609","8","7","3","2","1","4","0","1","3,034"
"SMCI","1,428","0","689","0","19","0","1","0","7","0","0","0","2,144"
"County Jails (approved)","921","61","587","90","12","1","3","0","4","1","11","3","1,694"
"County Jails (unapproved)","75","6","63","27","0","0","0","0","0","1","2","0","174"
"Private Prisons","3,522","0","1,194","0","18","0","4","0","6","0","0","0","4,744"
"Regional Correctional Facilities","1,995","0","713","0","19","0","0","0","3","0","0","0","2,730"
"Community Work Centers","1,056","107","455","97","3","0","0","0","4","0","0","0","1,722"
"Community Trusties","10","0","7","0","0","0","1","0","0","0","0","0","18"
"Pending File Review","137","13","101","17","0","0","0","0","0","0","0","0","268"
"","13,498","976","5,619","840","121","8","17","2","29","6","14","4","21,134"
"Intensive Supervison Program","606","111","499","162","7","0","3","4","1","1","9","3","1,406"
"Earned Release Supervision","1,125","118","428","68","4","1","3","0","1","0","0","0","1,748"
"Medical Release","3","0","0","1","0","0","0","0","0","0","0","0","4"
"Other Custody/At Large","173","11","134","16","11","0","0","0","0","0","0","0","345"
"Off-Grounds Medical (Hospital)","4","0","8","2","0","0","0","0","0","0","0","0","14"
"TOTAL","15,409","1,216","6,688","1,089","143","9","23","6","31","7","23","7","24,651"
"% OF TOTAL_offenses","62.51%","4.93%","27.13%","4.42%","0.58%","0.04%","0.09%","0.02%","0.13%","0.03%","0.09%","0.03%","100.00%"
