"location","black_male","black_female","white_male","white_female","hispanic_male","hispanic_female","native_american_male","native_american_female","asian_male","asian_female","unknown_male","unknown_female","total"
"MSP","2116","0","960","0","15","0","2","0","3","0","0","0","3096"
"CMCF","1225","513","783","619","17","5","3","3","2","2","1","0","3173"
"SMCI","2034","0","1055","0","40","0","4","0","5","0","0","0","3138"
"County Jails (approved)","728","50","421","93","3","0","1","0","0","0","1","0","1297"
"County Jails (unapproved)","175","4","84","10","1","0","1","0","1","0","1","0","277"
"Private Prisons","3866","0","1246","0","34","0","7","0","8","0","0","0","5161"
"Regional Correctional Facilities","2133","22","1030","38","33","0","3","0","4","0","3","0","3266"
"Community Work Centers","921","55","418","149","4","1","3","0","3","0","0","0","1554"
"Community Trusties","7","0","6","0","0","0","0","0","0","0","0","0","13"
"Pending File Review","60","9","35","27","2","0","0","0","0","0","0","0","133"
"Court Order","192","7","101","20","1","0","1","0","1","1","0","0","324"
"CUSTODY POPULATION","13457","660","6139","956","150","6","25","3","27","3","6","0","21432"
"Intensive Supervison Program","619","146","531","252","8","2","2","1","4","0","1","1","1567"
"Earned Release Supervision","972","87","371","72","2","1","0","0","0","0","0","0","1505"
"Medical Release","17","5","5","3","0","0","0","0","0","0","0","0","30"
"Other Custody","180","8","132","21","45","4","1","1","3","0","5","0","400"
"At Large","21","0","11","2","3","0","0","0","0","0","0","0","37"
"Off-Grounds Medical (Hospital)","8","1","3","1","0","0","0","0","0","0","0","0","13"
"TOTAL","15274","907","7192","1307","208","13","28","5","34","3","12","1","24984"
"percent_of_total","61.14%","3.63%","28.79%","5.23%",".83%",".05%",".11%",".02%",".14%",".01%",".05%",".00%","100.00%"
