"location","black_male","black_female","white_male","white_female","hispanic_male","hispanic_female","native_american_male","native_american_female","asian_male","asian_female","unknown_male","unknown_female","total"
"MSP","2259","0","1094","0","16","0","3","0","6","0","1","0","3379"
"CMCF","1581","336","912","545","23","10","6","1","9","1","0","0","3424"
"SMCI","1971","0","978","0","22","0","1","0","6","0","0","0","2978"
"County Jails (approved)","432","12","327","25","6","0","1","0","2","0","1","0","806"
"County Jails (unapproved)","189","4","141","11","4","0","0","0","3","0","0","0","352"
"Youthful Offender Facility","33","0","2","0","1","0","0","0","0","0","0","0","36"
"Private Prisons","2215","0","816","0","19","0","9","0","1","0","0","0","3060"
"Regional Correctional Facilities","2453","111","1205","107","46","4","4","1","11","0","0","1","3943"
"Community Work Centers","397","39","238","118","5","2","2","0","3","0","1","0","805"
"Community Trusties","26","0","11","0","0","0","0","0","1","0","0","0","38"
"TVC","0","7","0","13","0","0","0","0","0","0","0","0","20"
"Pending File Review","61","5","36","10","1","0","0","0","1","0","0","0","114"
"Court Order","131","5","77","9","0","0","0","0","0","0","0","0","222"
"CUSTODY POPULATION","11748","519","5837","838","143","16","26","2","43","1","3","1","19177"
"Intensive Supervison Program","276","95","235","108","2","2","1","0","4","0","0","1","724"
"Earned Release Supervision","411","48","132","41","4","0","0","0","1","0","0","0","637"
"Medical Release","6","0","4","2","0","0","0","0","0","0","0","0","12"
"Other Custody","236","12","203","23","41","3","0","1","4","0","3","0","526"
"Transitional Housing","1","0","1","0","0","0","0","0","0","0","0","0","2"
"At Large","16","0","7","2","3","0","0","0","0","0","0","0","28"
"Conditional Release","0","0","1","1","0","0","0","0","0","0","0","0","2"
"RRP","8","1","7","0","0","0","0","0","0","0","0","0","16"
"Off-Grounds Medical (Hospital)","0","0","3","1","0","0","0","0","0","0","0","0","4"
"TOTAL","12702","675","6430","1016","193","21","27","3","52","1","6","2","21128"
"percent_of_total","60.12%","3.19%","30.43%","4.81%",".91%",".10%",".13%",".01%",".25%",".00%",".03%",".01%","100.00%"
