"location","black_male","black_female","white_male","white_female","hispanic_male","hispanic_female","native_american_male","native_american_female","asian_male","asian_female","unknown_male","unknown_female","total"
"MSP","2092","0","943","0","22","0","4","0","4","0","1","0","3066"
"CMCF","890","369","481","425","10","3","2","2","3","1","0","0","2186"
"SMCI","1733","0","941","0","33","0","1","0","6","0","0","0","2714"
"County Jails (approved)","732","28","410","44","8","0","1","0","1","1","0","0","1225"
"County Jails (unapproved)","46","4","31","8","0","1","0","0","1","0","1","0","92"
"Youthful Offender Facility","27","0","5","0","0","0","0","0","0","0","0","0","32"
"Private Prisons","3164","0","1090","0","38","0","8","0","9","0","0","0","4309"
"Regional Correctional Facilities","2727","132","1218","144","36","3","3","0","7","0","0","0","4270"
"Community Work Centers","575","50","314","121","0","1","2","0","2","0","1","0","1066"
"Transitional Housing","1","0","1","0","0","0","0","0","0","0","0","0","2"
"TVC","1","0","1","0","0","0","0","0","0","0","0","0","2"
"Community Trusties","4","0","1","0","0","0","0","0","0","0","0","0","5"
"Pending File Review","102","12","75","10","0","0","0","0","1","0","0","0","200"
"Court Order","135","5","73","13","0","1","0","0","2","0","0","0","229"
"CUSTODY POPULATION","12229","600","5584","765","147","9","21","2","36","2","3","0","19398"
"Intensive Supervison Program","571","164","443","231","5","5","0","2","2","0","1","1","1425"
"Earned Release Supervision","811","69","260","58","4","0","3","0","1","0","0","0","1206"
"Medical Release","11","0","7","2","0","0","0","0","0","0","0","0","20"
"Other Custody","230","12","179","20","49","6","1","1","3","0","3","0","504"
"At Large","16","0","7","2","3","0","0","0","0","0","0","0","28"
"Off-Grounds Medical (Hospital)","2","0","3","0","0","0","0","0","0","0","0","0","5"
"TOTAL","13870","845","6483","1078","208","20","25","5","42","2","7","1","22586"
"percent_of_total","61.41%","3.74%","28.70%","4.77%",".92%",".09%",".11%",".02%",".19%",".01%",".03%",".00%","100.00%"
