"location","black_male","black_female","white_male","white_female","hispanic_male","hispanic_female","native_american_male","native_american_female","asian_male","asian_female","unknown_male","unknown_female","total"
"MSP","2353","0","1017","0","33","0","3","0","7","0","3","0","3416"
"CMCF","1503","390","1119","595","28","7","5","5","14","2","1","1","3670"
"SMCI","1941","0","1049","0","35","0","1","0","4","0","0","0","3030"
"County Jails (approved)","389","3","336","12","7","0","0","0","2","0","1","0","750"
"County Jails (unapproved)","188","7","130","20","3","1","0","0","6","1","1","0","357"
"Youthful Offender Facility","34","0","2","0","1","0","0","0","0","0","0","0","37"
"Private Prisons","2302","0","895","0","20","0","8","0","2","0","1","0","3228"
"Regional Correctional Facilities","2204","85","1231","115","41","2","7","0","13","0","0","0","3698"
"Community Work Centers","291","23","213","116","1","3","2","1","0","1","0","0","651"
"Community Trusties","3","0","3","0","0","0","0","0","0","0","0","0","6"
"TVC","20","0","19","0","0","0","0","0","0","0","0","0","39"
"Transitional Housing","14","3","14","7","0","0","0","0","0","0","0","0","38"
"Pending File Review","81","3","43","8","2","0","0","0","2","0","0","0","139"
"RRP","42","6","54","28","0","0","0","0","0","0","0","0","130"
"Court Order","96","2","73","15","1","0","0","0","1","0","0","0","188"
"CUSTODY POPULATION","11461","522","6198","916","172","13","26","6","51","4","7","1","19377"
"Intensive Supervison Program","307","61","240","124","3","2","2","0","2","1","1","1","744"
"Earned Release Supervision","427","27","127","22","0","1","0","0","1","0","0","0","605"
"Medical Release","8","0","5","1","0","0","0","0","0","0","0","0","14"
"Other Custody","224","5","165","20","28","0","0","0","2","0","1","0","445"
"At Large","15","0","6","2","3","0","0","0","0","0","0","0","26"
"Conditional Release","1","0","1","1","0","0","0","0","0","0","0","0","3"
"Failure to Report-Monitoring","2","0","3","0","0","0","0","0","0","0","0","0","5"
"Off-Grounds Medical (Hospital)","7","0","5","0","0","0","0","0","0","0","0","0","12"
"TOTAL","12452","615","6750","1086","206","16","28","6","56","5","9","2","21231"
"percent_of_total","58.65%","2.90%","31.79%","5.12%",".97%",".08%",".13%",".03%",".26%",".02%",".04%",".01%","100.00%"
