"location","black_male","black_female","white_male","white_female","hispanic_male","hispanic_female","native_american_male","native_american_female","asian_male","asian_female","unknown_male","unknown_female","total"
"MSP","2315","0","1020","0","30","0","3","0","4","0","1","0","3373"
"CMCF","1461","390","1074","604","25","8","4","5","10","2","0","1","3584"
"SMCI","1966","0","1022","0","34","0","1","0","4","0","1","0","3028"
"County Jails (approved)","326","3","320","5","6","0","0","0","2","0","3","0","665"
"County Jails (unapproved)","182","11","132","20","4","0","1","0","4","0","2","0","356"
"Youthful Offender Facility","28","0","3","0","1","0","0","0","0","0","0","0","32"
"Private Prisons","2301","0","878","0","20","0","7","0","3","0","1","0","3210"
"Regional Correctional Facilities","2277","78","1261","110","43","1","7","0","12","0","1","0","3790"
"Community Work Centers","318","24","220","127","1","3","2","1","0","1","0","0","697"
"Community Trusties","3","0","3","0","0","0","0","0","0","0","0","0","6"
"TVC","1","0","0","0","0","0","0","0","0","0","0","0","1"
"Transitional Housing","5","4","8","6","0","0","0","0","0","0","0","0","23"
"Pending File Review","65","4","51","3","1","0","0","0","1","0","0","0","125"
"RRP","40","7","46","27","0","0","0","0","0","0","0","0","120"
"Court Order","113","5","73","12","0","0","0","0","2","0","0","0","205"
"CUSTODY POPULATION","11401","526","6111","914","165","12","25","6","42","3","9","1","19215"
"Intensive Supervison Program","285","70","234","126","5","1","2","0","2","1","1","0","727"
"Earned Release Supervision","422","28","123","24","0","1","0","0","1","0","0","0","599"
"Medical Release","8","0","5","1","0","0","0","0","0","0","0","0","14"
"Other Custody","214","6","174","20","27","0","0","0","2","0","1","0","444"
"At Large","16","0","7","2","3","0","0","0","0","0","0","0","28"
"Conditional Release","1","0","1","1","0","0","0","0","0","0","0","0","3"
"Failure to Report-Monitoring","2","0","3","0","0","0","0","0","0","0","0","0","5"
"Off-Grounds Medical (Hospital)","9","1","4","0","0","0","0","0","0","0","0","0","14"
"TOTAL","12358","631","6662","1088","200","14","27","6","47","4","11","1","21049"
"percent_of_total","58.71%","3.00%","31.65%","5.17%",".95%",".07%",".13%",".03%",".22%",".02%",".05%",".00%","100.00%"
