"location","black_male","black_female","white_male","white_female","hispanic_male","hispanic_female","native_american_male","native_american_female","asian_male","asian_female","unknown_male","unknown_female","total"
"MSP","2175","0","1021","0","25","0","6","0","6","0","0","0","3233"
"CMCF","906","385","501","413","12","4","5","2","2","1","1","0","2232"
"SMCI","1999","0","1013","0","40","0","4","0","7","0","0","0","3063"
"County Jails (approved)","766","27","426","46","10","0","1","0","0","1","0","0","1277"
"County Jails (unapproved)","63","6","33","16","0","0","0","0","0","0","0","0","118"
"Youthful Offender Facility","26","0","7","0","0","0","0","0","0","0","0","0","33"
"Private Prisons","2969","0","1032","0","31","0","7","0","5","0","2","0","4046"
"Regional Correctional Facilities","2755","132","1234","138","35","2","3","0","6","0","0","0","4305"
"Community Work Centers","575","52","338","122","0","1","1","0","2","0","1","0","1092"
"Community Trusties","3","0","3","0","0","0","0","0","0","0","0","0","6"
"Pending File Review","68","8","71","11","0","0","0","0","1","0","0","0","159"
"Court Order","127","1","71","13","0","1","0","0","2","0","0","0","215"
"CUSTODY POPULATION","12432","611","5750","759","153","8","27","2","31","2","4","0","19779"
"Intensive Supervison Program","607","169","460","247","4","5","0","2","0","0","2","2","1498"
"Earned Release Supervision","864","72","280","62","4","0","2","0","2","0","0","0","1286"
"Medical Release","11","0","7","2","0","0","0","0","0","0","0","0","20"
"TVC","3","0","3","2","0","0","0","0","0","0","0","0","8"
"Other Custody","224","12","174","20","49","5","1","1","3","0","2","0","491"
"At Large","16","0","8","2","3","0","0","0","0","0","0","0","29"
"Off-Grounds Medical (Hospital)","4","0","4","0","0","0","0","0","0","0","0","0","8"
"TOTAL","14161","864","6686","1094","213","18","30","5","36","2","8","2","23119"
"percent_of_total","61.25%","3.74%","28.92%","4.73%",".92%",".08%",".13%",".02%",".16%",".01%",".03%",".01%","100.00%"
