"County","Offenders","Percent"
"Adams","0","0.00%"
"Alcorn","1","2.56%"
"Amite","0","0.00%"
"Attala","1","2.56%"
"Benton","0","0.00%"
"Bolivar","0","0.00%"
"Calhoun","1","2.56%"
"Carroll","0","0.00%"
"Chickasaw","0","0.00%"
"Choctaw","0","0.00%"
"Claiborn","0","0.00%"
"Clarke","0","0.00%"
"Clay","1","2.56%"
"Coahoma","0","0.00%"
"Copiah","0","0.00%"
"Covington","0","0.00%"
"Desoto","0","0.00%"
"Forrest","3","7.69%"
"Franklin","0","0.00%"
"George","0","0.00%"
"Greene","0","0.00%"
"Grenada","1","2.56%"
"Hancock","0","0.00%"
"Harrison","0","0.00%"
"Hinds","6","15.38%"
"Holmes","0","0.00%"
"Humphreys","0","0.00%"
"Issaquena","0","0.00%"
"Itawamba","0","0.00%"
"Jackson","0","0.00%"
"Jasper","0","0.00%"
"Jeff","0","0.00%"
"Jefferson","0","0.00%"
"Jones","0","0.00%"
"Kemper","0","0.00%"
"Lafayette","0","0.00%"
"Lamar","0","0.00%"
"Lauderdale","4","10.26%"
"Lawrence","0","0.00%"
"Leake","0","0.00%"
"Lee","1","2.56%"
"Leflore","0","0.00%"
"Lincoln","0","0.00%"
"Lowndes","0","0.00%"
"Madison","1","2.56%"
"Marion","0","0.00%"
"Marshall","0","0.00%"
"Monroe","0","0.00%"
"Montgomery","0","0.00%"
"Neshoba","0","0.00%"
"Newton","0","0.00%"
"Noxubee","0","0.00%"
"Oktibbeha","0","0.00%"
"Panola","0","0.00%"
"Pearl","0","0.00%"
"Perry","1","2.56%"
"Pike","2","5.13%"
"Pontotoc","1","2.56%"
"Prentiss","1","2.56%"
"Quitman","0","0.00%"
"Rankin","1","2.56%"
"Scott","0","0.00%"
"Sharkey","0","0.00%"
"Simpson","0","0.00%"
"Smith","0","0.00%"
"Stone","0","0.00%"
"Sunflower","0","0.00%"
"Tallahatchie","0","0.00%"
"Tate","0","0.00%"
"Tippah","1","2.56%"
"Tishomingo","0","0.00%"
"Tunica","2","5.13%"
"Unavailable","2","5.13%"
"Union","0","0.00%"
"Walthall","0","0.00%"
"Warren","4","10.26%"
"Washington","3","7.69%"
"Wayne","0","0.00%"
"Webster","0","0.00%"
"Wilkinson","0","0.00%"
"Winston","1","2.56%"
"Yalobusha","0","0.00%"
"Yazoo","0","0.00%"
"TOTAL","39","100.00%"
