"INMATE STATISTICS (continued)","","","","","","","","","","","","","","","","",""
"","","% OF","","","","","","","% OF","","","","","","","","% OF"
"","","TOTAL MALE","","","","","","","TOTAL FEMALE","","","","NO. OF","","","","TOTAL"
"RACE
MALE","","POPULATION","","","","FEMALE","","","POPULATION","","","","OFFENDERS","","","","OFFENDERS"
"Black
13,095","","67.24%","","","","755","","","41.99%","","","","13,850","","","","65.10%"
"White
6,101","","31.33%","","","","1,012","","","56.28%","","","","7,113","","","","33.44%"
"Hispanic
198","","1.02%","","","","19","","","1.06%","","","","217","","","","1.02%"
"Native American
26","",".13%","","","","","","",".28%","","","","31","","","",".15%"
"Asian
48","",".25%","","","","","","",".28%","","","","53","","","",".25%"
"Data Unavailable
8","",".04%","","","","2","","",".11%","","","","10","","","",".05%"
"TOTAL
19,476","","100.00%","","","","1,798","","","100.00%","","","","21,274","","","","100.00%"
"BY RACE/SEX AND LOCATION","","","","","","","","","","","","","","","","",""
"","","Black","","","White","","","Hispanic","","Native American","","","Asian","","","Data Unavailable","TOTAL"
"LOCATION","Male","","Female","Male","Female","","Male","Female","","Male","Female","Male","","Female","Male","Female",""
"MSP","2,170","","0","960","0","","20","0","","3","0","7","","0","2","0","3,162"
"CMCF","929","","356","530","399","","8","4","","1","2","3","","1","2","0","2,235"
"SMCI","1,528","","0","865","0","","35","0","","2","0","6","","0","0","0","2,436"
"County Jails (approved)","589","","25","330","49","","5","0","","0","0","0","","1","0","0","999"
"County Jails (unapproved)","153","","5","87","10","","1","0","","0","0","1","","0","0","0","257"
"Youthful Offender Facility","20","","0","4","0","","0","0","","0","0","0","","0","0","0","24"
"Private Prisons","2,949","","0","957","0","","25","0","","8","0","9","","0","0","0","3,948"
"Regional Correctional Facilities","2,697","","108","1,188","131","","37","1","","3","0","10","","0","0","0","4,175"
"Community Work Centers","541","","53","297","126","","0","2","","3","0","1","","0","2","0","1,025"
"Community Trusties","6","","0","2","0","","0","0","","0","0","0","","0","0","0","8"
"Pending File Review","33","","4","24","5","","0","0","","0","0","1","","0","1","0","68"
"Court Order","116","","5","84","15","","2","2","","0","0","0","","1","0","0","225"
"","11,731","","556","5,328","735","","133","9","","20","2","38","","3","7","0","18,562"
"Intensive Supervison Program","482","","127","379","222","","6","3","","0","1","3","","0","1","1","1,225"
"Earned Release Supervision","608","","59","194","34","","3","1","","0","0","0","","0","0","0","899"
"Medical Release","9","","0","7","1","","0","0","","0","0","0","","0","0","0","17"
"Other Custody","247","","13","186","24","","50","6","","2","1","5","","0","3","0","537"
"At Large","16","","0","6","2","","3","0","","0","0","0","","0","0","0","27"
"Off-Grounds Medical (Hospital)","4","","0","3","0","","0","0","","0","0","0","","0","0","0","7"
"TOTAL","13,097","","755","6,103","1,018","","195","19","","22","4","46","","3","11","1","21,274"
"% OF TOTAL OFFENDERS","61.56%","","3.55%","28.69%","4.79%","",".92%",".09%","",".10%",".02%",".22%","",".01%",".05%",".00%","5 5
100.00%"
