"TOTAL
22,812","","100.00%","","2,442","","100.00%","","25,254","","","100.00%","","",""
"BY RACE/SEX AND LOCATION","","","","","","","","","","","","","",""
"","","Black","","White","","Hispanic","","","Native American","Asian","","Data Unavailable","","TOTAL"
"LOCATION","Male","","Female","Male","Female","Male","Female","Male","Female","Male","Female","Male","Female",""
"MSP","3,264","","3","1,179","0","31","0","3","0","4","0","0","0","4,484"
"CMCF","1,202","","791","701","698","18","5","2","2","0","4","2","0","3,425"
"SMCI","1,755","","0","862","0","32","0","2","0","9","0","0","0","2,660"
"County Jails (approved)","693","","68","492","75","13","2","0","0","2","0","10","0","1,355"
"County Jails (unapproved)","71","","5","36","9","2","0","0","0","0","0","0","0","123"
"Private Prisons","3,593","","0","1,118","0","22","0","6","0","7","0","2","0","4,748"
"Regional Correctional Facilities","2,080","","0","842","0","19","0","2","0","7","0","1","0","2,951"
"Community Work Centers","1,045","","103","500","114","7","0","1","2","2","0","0","0","1,774"
"Community Trusties","14","","0","3","0","0","0","0","0","0","0","0","0","17"
"Pending File Review","129","","6","38","9","1","0","0","1","0","0","0","0","184"
"Court Order","152","","10","111","33","0","0","1","0","0","0","0","0","307"
"","13,998","","986","5,882","938","145","7","17","5","31","4","15","0","22,028"
"Intensive Supervison Program","429","","112","423","178","7","1","1","1","0","1","3","1","1,157"
"Earned Release Supervision","1,043","","91","428","79","3","3","4","0","1","0","0","0","1,652"
"Medical Release","4","","0","4","0","0","0","0","0","1","0","0","0","9"
"Other Custody","129","","9","124","14","33","3","0","0","4","0","3","1","320"
"At Large","51","","3","18","3","5","0","0","0","1","0","0","0","81"
"Off-Grounds Medical (Hospital)","2","","1","3","1","0","0","0","0","0","0","0","0","7"
"TOTAL","15,656","","1,202","6,882","1,213","193","14","22","6","38","5","21","2","25,254"
"% OF TOTAL OFFENSES","61.99%","","4.76%","27.25%","4.80%","0.76%","0.06%","0.09%","0.02%","0.15%","0.02%","0.08%","0.01%","100.00%"
