"INMATE STATISTICS (continued)","","","","","","","","","","","","","","","","",""
"","","% OF","","","","","","","% OF","","","","","","","","% OF"
"","","TOTAL MALE","","","","","","","TOTAL FEMALE","","","","NO. OF","","","","TOTAL"
"RACE
MALE","","POPULATION","","","","FEMALE","","","POPULATION","","","","OFFENDERS","","","","OFFENDERS"
"Black
12,936","","67.45%","","","","745","","","42.07%","","","","13,681","","","","65.30%"
"White
5,965","","31.10%","","","","995","","","56.18%","","","","6,960","","","","33.22%"
"Hispanic
196","","1.02%","","","","17","","",".96%","","","","213","","","","1.02%"
"Native American
24","",".13%","","","","","","",".23%","","","","28","","","",".13%"
"Asian
47","",".25%","","","","","","",".17%","","","","50","","","",".24%"
"Data Unavailable
12","",".06%","","","","7","","",".40%","","","","19","","","",".09%"
"TOTAL
19,180","","100.00%","","","","1,771","","","100.00%","","","","20,951","","","","100.00%"
"BY RACE/SEX AND LOCATION","","","","","","","","","","","","","","","","",""
"","","Black","","","White","","","Hispanic","","Native American","","","Asian","","","Data Unavailable","TOTAL"
"LOCATION","Male","","Female","Male","Female","","Male","Female","","Male","Female","Male","","Female","Male","Female",""
"MSP","2,116","","0","958","0","","20","0","","2","0","6","","0","1","0","3,103"
"CMCF","972","","365","528","418","","9","3","","2","2","1","","1","2","0","2,303"
"SMCI","1,612","","0","867","0","","36","0","","1","0","4","","0","0","0","2,520"
"County Jails (approved)","475","","19","253","36","","7","0","","0","0","0","","1","0","0","791"
"County Jails (unapproved)","121","","10","71","22","","1","0","","0","0","1","","0","0","0","226"
"Youthful Offender Facility","19","","0","3","0","","1","0","","0","0","0","","0","0","0","23"
"Private Prisons","2,899","","0","946","0","","19","0","","8","0","9","","0","0","0","3,881"
"Regional Correctional Facilities","2,712","","106","1,212","118","","34","1","","4","0","11","","0","0","0","4,198"
"Community Work Centers","600","","59","343","133","","0","2","","3","0","1","","0","2","0","1,143"
"Community Trusties","11","","0","3","0","","0","0","","0","0","0","","0","0","0","14"
"Pending File Review","44","","4","24","6","","0","0","","0","0","1","","0","1","0","80"
"Court Order","95","","5","74","14","","1","1","","0","0","0","","0","0","0","190"
"","11,676","","568","5,282","747","","128","7","","20","2","34","","2","6","0","18,472"
"Intensive Supervison Program","412","","114","313","184","","5","3","","0","1","4","","0","1","1","1,038"
"Earned Release Supervision","581","","50","190","31","","3","1","","0","0","2","","0","0","0","858"
"Medical Release","8","","0","7","1","","0","0","","0","0","0","","0","0","0","16"
"Other Custody","246","","14","182","23","","50","6","","2","1","4","","0","3","0","531"
"At Large","16","","0","6","2","","3","0","","0","0","0","","0","0","0","27"
"Off-Grounds Medical (Hospital)","6","","0","3","0","","0","0","","0","0","0","","0","0","0","9"
"TOTAL","12,945","","746","5,983","988","","189","17","","22","4","44","","2","10","1","20,951"
"% OF TOTAL OFFENDERS","61.79%","","3.56%","28.56%","4.72%","",".90%",".08%","",".11%",".02%",".21%","",".01%",".05%",".00%","4 3
100.00%"
