"TOTAL
22,979","","100.00%","","2,473","","100.00%","","25,452","","","100.00%","","",""
"BY RACE/SEX AND LOCATION","","","","","","","","","","","","","",""
"","","Black","","White","","Hispanic","","","Native American","Asian","","Data Unavailable","","TOTAL"
"LOCATION","Male","","Female","Male","Female","Male","Female","Male","Female","Male","Female","Male","Female",""
"MSP","3,216","","2","1,161","0","32","0","1","0","5","0","1","0","4,418"
"CMCF","1,206","","794","719","705","15","5","3","2","4","2","1","0","3,456"
"SMCI","1,806","","0","937","0","44","0","2","0","9","0","0","0","2,798"
"County Jails (approved)","714","","68","447","78","9","2","2","0","2","0","13","0","1,335"
"County Jails (unapproved)","146","","14","54","14","4","0","0","0","1","1","8","0","242"
"Private Prisons","3,587","","0","1,141","0","25","0","5","0","6","0","2","0","4,766"
"Regional Correctional Facilities","2,156","","0","836","0","20","0","2","0","6","0","0","0","3,020"
"Community Work Centers","1,023","","99","470","112","8","0","1","2","3","0","0","0","1,718"
"Community Trusties","15","","0","3","0","0","0","0","0","0","0","0","0","18"
"Pending File Review","68","","3","34","3","1","0","0","0","0","0","0","0","109"
"Court Order","158","","14","116","35","0","0","2","0","0","0","0","0","325"
"","14,095","","994","5,918","947","158","7","18","4","36","3","25","0","22,205"
"Intensive Supervison Program","421","","117","396","187","4","2","1","1","0","1","4","4","1,138"
"Earned Release Supervision","1,074","","94","441","78","2","2","2","0","1","0","0","0","1,694"
"Medical Release","5","","1","7","0","0","0","0","0","0","0","0","0","13"
"Other Custody","126","","9","121","13","34","3","0","0","4","0","4","1","315"
"At Large","49","","2","18","2","5","0","0","0","1","0","0","0","77"
"Off-Grounds Medical (Hospital)","5","","0","4","1","0","0","0","0","0","0","0","0","10"
"TOTAL","15,775","","1,217","6,905","1,228","203","14","21","5","42","4","33","5","25,452"
"% OF TOTAL OFFENSES","61.98%","","4.78%","27.13%","4.82%","0.80%","0.06%","0.08%","0.02%","0.17%","0.02%","0.13%","0.02%","100.00%"
