"","","MISSISSIPPI DEPARTMENT OF CORRECTIONS","","",""
"","","","MONTHLY FACT SHEET","",""
"","","","As of April 1, 2003","",""
"COMMUNITY CORRECTIONS STATISTICS","","","","",""
"ACTIVE CASELOADS","","","","",""
"","NO. OF","% of TOTAL","","",""
"STATUS","OFFENDERS","OFFENDERS","","",""
"Probation","10,885","50.76%","","",""
"Compact Probation","1,061","4.95%","","",""
"Nonadjudicated","2,320","10.82%","","",""
"Post Release","2,845","13.27%","","",""
"","17,111","79.79%","Probation Total","",""
"Parole","1,344","6.27%","","",""
"Compact Parole","393","1.83%","","",""
"Suspension","8","0.04%","","",""
"","1,745","8.14%","Parole Total","",""
"Intensive Supervision Program - Court","1,176","5.48%","","",""
"Intensive Supervision Program - Prison","296","1.38%","","",""
"Earned Release Supervision","1,117","5.21%","","",""
"Medical Release","0","0.00%","","",""
"","2,589","12.07%","Community Inmate Total","",""
"TOTAL","21,445","100.00%","","",""
"PROBATION STATISTICS","","","","",""
"BY RACE AND SEX","","","","",""
"","% OF","","% OF","",""
"","TOTAL MALE","","TOTAL FEMALE","NO. OF","% OF TOTAL"
"RACE
MALE","POPULATION","FEMALE","POPULATION","OFFENDERS","OFFENDERS"
"Black
7,826","59.81%","2,155","54.16%","9,981","58.33%"
"White
5,131","39.21%","1,777","44.66%","6,908","40.37%"
"Hispanic
65","0.50%","16","0.40%","81","0.47%"
"Native American
29","0.22%","6","0.15%","35","0.20%"
"Asian
34","0.26%","25","0.63%","59","0.34%"
"Data Unavailable
0","0.00%","0","0.00%","47","0.27%"
"TOTAL
13,085","100.00%","3,979","100.00%","17,111","100.00%"
"BY OFFENSE","","","","",""
"NO. OF","% of TOTAL","","","",""
"OFFENSE
OFFENDERS","OFFENDERS","","","",""
"Violent 
2,049","11.97%","","","",""
"Property 
9,591","56.05%","","","",""
"Drug 
5,471","31.97%","","","",""
"TOTAL
17,111","100.00%","","","",""
"PAROLE STATISTICS","","","","",""
"BY RACE AND SEX","","","","",""
"","% OF","","% OF","",""
"","TOTAL MALE","","TOTAL FEMALE","NO. OF","% OF TOTAL"
"RACE
MALE","POPULATION","FEMALE","POPULATION","OFFENDERS","OFFENDERS"
"Black
1,078","70.14%","115","55.29%","1,193","68.37%"
"White
453","29.47%","92","44.23%","545","31.23%"
"Hispanic
3","0.20%","","0.48%","4","0.23%"
"Native American
1","0.07%","1 0 0","0.00%","","0.06%"
"Asian
2","0.13%","","0.00%","21","0.11%"
"TOTAL
1,537","100.00%","208","100.00%","1,745","100.00%"
"BY OFFENSE","","","","",""
"NO. OF","% of TOTAL","","","",""
"OFFENSE
OFFENDERS","OFFENDERS","","","",""
"Violent 
610","34.96%","","","",""
"Property 
542","31.06%","","","",""
"Drug 
593","33.98%","","","",""
"TOTAL
1,745","100.00%","","","",""
