"","","MISSISSIPPI DEPARTMENT OF CORRECTIONS","","",""
"","","MONTHLY FACT SHEET","","",""
"","","As of January 1, 2003","","",""
"COMMUNITY CORRECTIONS STATISTICS","","","","",""
"ACTIVE CASELOADS","","","","",""
"","NO. OF","% of TOTAL","","",""
"STATUS","OFFENDERS","OFFENDERS","","",""
"Probation","10,785","51.51%","","",""
"Compact Probation","1,043","4.98%","","",""
"Nonadjudicated","2,201","10.51%","","",""
"Post Release","2,604","12.44%","","",""
"","16,633","79.44%","Probation Total","",""
"Parole","1,411","6.74%","","",""
"Compact Parole","398","1.90%","","",""
"Suspension","7","0.03%","","",""
"","1,816","8.67%","Parole Total","",""
"Intensive Supervision Program - Court","1,170","5.59%","","",""
"Intensive Supervision Program - Prison","272","1.30%","","",""
"Earned Release Supervision","1,047","5.00%","","",""
"Medical Release","0","0.00%","","",""
"","2,489","11.89%","Community Inmate Total","",""
"TOTAL","20,938","100.00%","","",""
"PROBATION STATISTICS","","","","",""
"BY RACE AND SEX","","","","",""
"","% OF","","% OF","",""
"","TOTAL MALE","","TOTAL FEMALE","NO. OF","% OF TOTAL"
"RACE
MALE","POPULATION","FEMALE","POPULATION","OFFENDERS","OFFENDERS"
"Black
7,713","60.34%","2,106","55.15%","9,819","59.03%"
"White
4,953","38.75%","1,666","43.62%","6,619","39.79%"
"Hispanic
53","0.41%","17","0.45%","70","0.42%"
"Native American
28","0.22%","6","0.16%","34","0.20%"
"Asian
35","0.27%","24","0.63%","59","0.35%"
"Data Unavailable","0.00%","","0.00%","32","0.19%"
"TOTAL
12,782","100.00%","3,819","100.00%","16,633","100.00%"
"BY OFFENSE","","","","",""
"NO. OF","% of TOTAL","","","",""
"OFFENSE
OFFENDERS","OFFENDERS","","","",""
"Violent 
2,022","12.16%","","","",""
"Property 
9,427","56.68%","","","",""
"Drug 
5,184","31.17%","","","",""
"TOTAL
16,633","100.00%","","","",""
"PAROLE STATISTICS","","","","",""
"BY RACE AND SEX","","","","",""
"","% OF","","% OF","",""
"","TOTAL MALE","","TOTAL FEMALE","NO. OF","% OF TOTAL"
"RACE
MALE","POPULATION","FEMALE","POPULATION","OFFENDERS","OFFENDERS"
"Black
1,143","71.57%","121","55.25%","1,264","69.60%"
"White
445","27.86%","97","44.29%","542","29.85%"
"Hispanic
5","0.31%","","0.46%","6","0.33%"
"Native American
2","0.13%","1 0 0","0.00%","","0.11%"
"Asian
2","0.13%","","0.00%","22","0.11%"
"TOTAL
1,597","100.00%","219","100.00%","1,816","100.00%"
"BY OFFENSE","","","","",""
"NO. OF","% of TOTAL","","","",""
"OFFENSE
OFFENDERS","OFFENDERS","","","",""
"Violent 
644","35.46%","","","",""
"Property 
553","30.45%","","","",""
"Drug 
619","34.09%","","","",""
"TOTAL
1,816","100.00%","","","",""
