"","","MISSISSIPPI DEPARTMENT OF CORRECTIONS","","",""
"","","","MONTHLY FACT SHEET","",""
"","","","As of  March 1, 2004","",""
"STATUS","NO. OF OFFENDERS","% OF TOTAL OFFENDERS","","",""
"Probation","18,384","83.15%","","",""
"","18,384","83.15%","Probation Total","",""
"Parole","1,910","8.64%","","",""
"","1,910","8.64%","Parole Total","",""
"Intensive Supervision Program - Court","283","1.28%","","",""
"Intensive Supervision Program - Prison","276","1.25%","","",""
"Earned Release Supervision","1,256","5.68%","","",""
"Medical Release","0","0.00%","","",""
"","1,815","8.21%","Community Inmate Total","",""
"TOTAL","22,109","100.00%","","",""
"PROBATION STATISTICS","","","","",""
"BY RACE AND SEX","","","","",""
"","% OF","","% OF","",""
"","TOTAL MALE","","TOTAL FEMALE","NO. OF","% OF TOTAL"
"RACE
MALE","POPULATION","FEMALE","POPULATION","OFFENDERS","OFFENDERS"
"Black
8,200","58.65%","2,271","51.59%","10,471","56.96%"
"White
5,548","39.68%","2,069","47.00%","7,617","41.43%"
"Hispanic
71","0.51%","12","0.27%","83","0.45%"
"Native American
22","0.16%","3","0.07%","25","0.14%"
"Asian
33","0.24%","16","0.36%","49","0.27%"
"Data Unavailable
108","0.77%","31","0.70%","139","0.76%"
"TOTAL
13,982","100.00%","4,402","100.00%","18,384","100.00%"
"BY OFFENSE","","","","",""
"NO. OF","% of TOTAL","","","",""
"OFFENSE
OFFENDERS","OFFENDERS","","","",""
"Violent
2,326","12.66%","","","",""
"Property
9,878","53.78%","","","",""
"Drug
6,162","33.55%","","","",""
"TOTAL
18,366","100.00%","","","",""
"PAROLE STATISTICS","","","","",""
"BY RACE AND SEX","","","","",""
"","% OF","","% OF","",""
"","TOTAL MALE","","TOTAL FEMALE","NO. OF","% OF TOTAL"
"RACE
MALE","POPULATION","FEMALE","POPULATION","OFFENDERS","OFFENDERS"
"Black
1,123","67.90%","139","54.30%","1,262","66.07%"
"White
512","30.96%","113","44.14%","625","32.72%"
"Hispanic
12","0.73%","","1.17%","15","0.79%"
"Native American
2","0.12%","3 0 1","0.00%","22","0.10%"
"Asian
1","0.06%","","0.39%","","0.10%"
"Data Unavailable
4","0.24%","0","0.00%","4","0.21%"
"TOTAL
1,654","99.76%","256","100.00%","1,910","99.79%"
"BY OFFENSE","","","","",""
"NO. OF","% of TOTAL","","","",""
"OFFENSE
OFFENDERS","OFFENDERS","","","",""
"Violent
539","28.28%","","","",""
"Property
660","34.63%","","","",""
"Drug
707","37.09%","","","",""
"TOTAL
1,906","100.00%","","","",""
