"","","MISSISSIPPI DEPARTMENT OF CORRECTIONS","","",""
"","","MONTHLY FACT SHEET","","",""
"","","As of November 1, 2002","","",""
"COMMUNITY CORRECTIONS STATISTICS","","","","",""
"ACTIVE CASELOADS","","","","",""
"","NO. OF","% of TOTAL","","",""
"STATUS","OFFENDERS","OFFENDERS","","",""
"Probation","10,575","51.17%","","",""
"Compact Probation","1,024","4.96%","","",""
"Nonadjudicated","2,155","10.43%","","",""
"Post Release","2,505","12.12%","","",""
"","16,259","78.68%","Probation Total","",""
"Parole","1,460","7.07%","","",""
"Compact Parole","391","1.89%","","",""
"Suspension","7","0.03%","","",""
"","1,858","8.99%","Parole Total","",""
"Intensive Supervision Program - Court","1,174","5.68%","","",""
"Intensive Supervision Program - Prison","268","1.30%","","",""
"Earned Release Supervision","1,106","5.35%","","",""
"Medical Release","0","0.00%","","",""
"","2,548","12.33%","Community Inmate Total","",""
"TOTAL","20,665","100.00%","","",""
"PROBATION STATISTICS","","","","",""
"BY RACE AND SEX","","","","",""
"","% OF","","% OF","",""
"","TOTAL MALE","","TOTAL FEMALE","NO. OF","% OF TOTAL"
"RACE
MALE","POPULATION","FEMALE","POPULATION","OFFENDERS","OFFENDERS"
"Black
7,571","60.16%","2,031","55.28%","9,602","59.06%"
"White
4,876","38.74%","1,595","43.41%","6,471","39.80%"
"Hispanic
50","0.40%","16","0.44%","66","0.41%"
"Native American
28","0.22%","7","0.19%","35","0.22%"
"Asian
36","0.29%","25","0.68%","61","0.38%"
"Data Unavailable
24","0.19%","","0.00%","24","0.15%"
"TOTAL
12,585","100.00%","3,674","100.00%","16,259","100.00%"
"BY OFFENSE","","","","",""
"NO. OF","% of TOTAL","","","",""
"OFFENSE
OFFENDERS","OFFENDERS","","","",""
"Violent 
1,972","12.13%","","","",""
"Property 
9,261","56.96%","","","",""
"Drug 
5,026","30.91%","","","",""
"TOTAL
16,259","100.00%","","","",""
"PAROLE STATISTICS","","","","",""
"BY RACE AND SEX","","","","",""
"","% OF","","% OF","",""
"","TOTAL MALE","","TOTAL FEMALE","NO. OF","% OF TOTAL"
"RACE
MALE","POPULATION","FEMALE","POPULATION","OFFENDERS","OFFENDERS"
"Black
1,173","71.66%","120","54.30%","1,293","69.59%"
"White
452","27.61%","100","45.25%","552","29.71%"
"Hispanic
7","0.43%","","0.45%","8","0.43%"
"Native American
2","0.12%","1 0 0","0.00%","","0.11%"
"Asian
3","0.18%","","0.00%","32","0.16%"
"TOTAL
1,637","100.00%","221","100.00%","1,858","100.00%"
"BY OFFENSE","","","","",""
"NO. OF","% of TOTAL","","","",""
"OFFENSE
OFFENDERS","OFFENDERS","","","",""
"Violent 
657","35.36%","","","",""
"Property 
557","29.98%","","","",""
"Drug 
644","34.66%","","","",""
"TOTAL
1,858","100.00%","","","",""
