"INMATE STATISTICS (continued)","","","","","","","","","","","","","","","","",""
"","","% OF","","","","","","","% OF","","","","","","","","% OF"
"","","TOTAL MALE","","","","","","","TOTAL FEMALE","","","","NO. OF","","","","TOTAL"
"RACE
MALE","","POPULATION","","","","FEMALE","","","POPULATION","","","","OFFENDERS","","","","OFFENDERS"
"Black
13,900","","67.80%","","","","729","","","43.55%","","","","14,629","","","","65.97%"
"White
6,386","","31.15%","","","","932","","","55.68%","","","","7,318","","","","33.00%"
"Hispanic
150","",".73%","","","","9","","",".54%","","","","159","","","",".72%"
"Native American
17","",".08%","","","","","","",".18%","","","","20","","","",".09%"
"Asian
43","",".21%","","","","","","",".00%","","","","43","","","",".19%"
"Data Unavailable
6","",".03%","","","","1","","",".06%","","","","7","","","",".03%"
"TOTAL
20,502","","100.00%","","","","1,674","","","100.00%","","","","22,176","","","","100.00%"
"BY RACE/SEX AND LOCATION","","","","","","","","","","","","","","","","",""
"","","Black","","","White","","","Hispanic","","Native American","","","Asian","","","Data Unavailable","TOTAL"
"LOCATION","Male","","Female","Male","Female","","Male","Female","","Male","Female","Male","","Female","Male","Female",""
"MSP","2,296","","0","1,043","0","","12","0","","0","0","3","","0","0","0","3,354"
"CMCF","1,455","","444","812","517","","20","4","","4","2","4","","0","2","0","3,264"
"SMCI","2,118","","0","1,041","0","","43","0","","5","0","9","","0","1","0","3,217"
"Youthful Offender Facility","18","","0","3","0","","1","0","","0","0","0","","0","0","0","22"
"County Jails (approved)","859","","37","513","50","","4","1","","2","0","6","","0","1","1","1,474"
"County Jails (unapproved)","170","","19","84","14","","1","1","","1","0","7","","0","1","0","298"
"Private Prisons","3,214","","0","1,027","0","","26","0","","2","0","4","","0","0","0","4,273"
"Regional Correctional Facilities","2,732","","141","1,254","158","","40","2","","2","1","8","","0","0","0","4,338"
"Community Work Centers","783","","70","440","154","","2","0","","1","0","1","","0","1","0","1,452"
"Community Trusties","11","","0","3","0","","0","0","","0","0","0","","0","0","0","14"
"Pending File Review","14","","4","19","10","","1","0","","0","0","0","","0","0","0","48"
"Court Order","230","","14","147","29","","0","1","","0","0","1","","0","0","0","422"
"","13,900","","729","6,386","932","","150","9","","17","3","43","","0","6","1","22,176"
"Intensive Supervison Program","623","","158","530","273","","6","1","","3","0","4","","2","5","0","1,605"
"Earned Release Supervision","968","","83","430","79","","3","0","","1","0","3","","0","0","0","1,567"
"Medical Release","17","","1","6","2","","0","0","","0","0","0","","0","0","0","26"
"Other Custody","214","","11","160","25","","45","5","","0","1","2","","0","4","0","467"
"At Large","21","","0","8","2","","3","0","","0","0","0","","0","0","0","34"
"Off-Grounds Medical (Hospital)","6","","1","2","1","","0","0","","0","0","0","","0","0","0","10"
"TOTAL","15,749","","983","7,522","1,314","","207","15","","21","4","52","","2","15","1","25,885"
"% OF TOTAL OFFENDERS","60.84%","","3.80%","29.06%","5.08%","",".80%",".06%","",".08%",".02%",".20%","",".01%",".06%",".00%","3 0
100.00%"
