"","","MISSISSIPPI DEPARTMENT OF CORRECTIONS","","",""
"","","","MONTHLY FACT SHEET","",""
"","","","As of July 1, 2003","",""
"COMMUNITY CORRECTIONS STATISTICS","","","","",""
"ACTIVE CASELOADS","","","","",""
"","NO. OF","% of TOTAL","","",""
"STATUS","OFFENDERS","OFFENDERS","","",""
"Probation","11,251","50.60%","","",""
"Compact Probation","1,082","4.87%","","",""
"Nonadjudicated","2,370","10.66%","","",""
"Post Release","3,217","14.47%","","",""
"","17,920","80.59%","Probation Total","",""
"Parole","1,345","6.05%","","",""
"Compact Parole","405","1.82%","","",""
"Suspension","7","0.03%","","",""
"","1,757","7.90%","Parole Total","",""
"Intensive Supervision Program - Court","1,071","4.82%","","",""
"Intensive Supervision Program - Prison","283","1.27%","","",""
"Earned Release Supervision","1,206","5.42%","","",""
"Medical Release","0","0.00%","","",""
"","2,560","11.51%","Community Inmate Total","",""
"TOTAL","22,237","100.00%","","",""
"PROBATION STATISTICS","","","","",""
"BY RACE AND SEX","","","","",""
"","% OF","","% OF","",""
"","TOTAL MALE","","TOTAL FEMALE","NO. OF","% OF TOTAL"
"RACE
MALE","POPULATION","FEMALE","POPULATION","OFFENDERS","OFFENDERS"
"Black
8,223","59.97%","2,209","53.24%","10,432","58.21%"
"White
5,360","39.09%","1,889","45.53%","7,249","40.45%"
"Hispanic
69","0.50%","20","0.48%","89","0.50%"
"Native American
28","0.20%","8","0.19%","36","0.20%"
"Asian
31","0.23%","23","0.55%","54","0.30%"
"Data Unavailable","0.00%","","0.00%","60","0.33%"
"TOTAL
13,711","100.00%","4,149","100.00%","17,920","100.00%"
"BY OFFENSE","","","","",""
"NO. OF","% of TOTAL","","","",""
"OFFENSE
OFFENDERS","OFFENDERS","","","",""
"Violent 
2,156","12.03%","","","",""
"Property 
9,969","55.63%","","","",""
"Drug 
5,795","32.34%","","","",""
"TOTAL
17,920","100.00%","","","",""
"PAROLE STATISTICS","","","","",""
"BY RACE AND SEX","","","","",""
"","% OF","","% OF","",""
"","TOTAL MALE","","TOTAL FEMALE","NO. OF","% OF TOTAL"
"RACE
MALE","POPULATION","FEMALE","POPULATION","OFFENDERS","OFFENDERS"
"Black
1,054","68.58%","126","57.01%","1,180","67.12%"
"White
478","31.10%","94","42.53%","572","32.54%"
"Hispanic
3","0.20%","","0.45%","4","0.23%"
"Native American
1","0.07%","1 0 0","0.00%","","0.06%"
"Asian
1","0.07%","","0.00%","11","0.06%"
"TOTAL
1,537","100.00%","221","100.00%","1,758","100.00%"
"BY OFFENSE","","","","",""
"NO. OF","% of TOTAL","","","",""
"OFFENSE
OFFENDERS","OFFENDERS","","","",""
"Violent 
594","33.79%","","","",""
"Property 
540","30.72%","","","",""
"Drug 
624","35.49%","","","",""
"TOTAL
1,758","100.00%","","","",""
