"","","","","","","","As of May 1, 2005","","","","","","","","",""
"INMATE STATISTICS (continued)","","","","","","","","","","","","","","","",""
"","","% OF","","","","","% OF","","","","","","% OF","","",""
"","","TOTAL MALE","","","","","TOTAL FEMALE","","","NO. OF","","TOTAL","","","",""
"RACE
MALE","","POPULATION","","","FEMALE","","POPULATION","","","OFFENDERS","","","OFFENDERS","","",""
"Black
15,456","","68.70%","","","1,181","","50.77%","","","16,637","","","67.02%","","",""
"White
6,813","","30.28%","","","1,124","","48.32%","","","7,937","","","31.97%","","",""
"Hispanic
152","","0.68%","","","","","0.34%","","","160","","0.64%","","","",""
"Native American
23","","0.10%","","","38","","0.13%","","","26","","0.10%","","","",""
"Asian
38","","0.17%","","","","","0.30%","","","45","","0.18%","","","",""
"Data Unavailable
17","","0.08%","","","7 3","","0.13%","","","20","","0.08%","","","",""
"TOTAL
22,499","","100.00%","","","2,326","","100.00%","","","24,825","","","100.00%","","",""
"BY RACE/SEX AND LOCATION","","","","","","","","","","","","","","","",""
"","","Black","","","White","","Hispanic","","","Native American","","Asian","","Data Unavailable","","TOTAL"
"LOCATION","Male","","Female","Male","","Female","Male","Female","Male","","Female","Male","Female","Male","Female",""
"MSP","3,259","","0","1,283","","0","38","0","4","","0","4","0","1","0","4,589"
"CMCF","974","","726","564","","620","8","5","2","","2","0","5","0","1","2,907"
"SMCI","1,442","","0","678","","0","22","0","2","","0","9","0","0","0","2,153"
"County Jails (approved)","821","","64","570","","96","10","1","3","","0","3","0","7","0","1,575"
"County Jails (unapproved)","97","","9","91","","24","1","0","0","","0","3","1","1","0","227"
"Private Prisons","3,576","","0","1,169","","0","17","0","6","","0","10","0","0","0","4,778"
"Regional Correctional Facilities","2,010","","0","700","","0","18","0","2","","0","3","0","0","0","2,733"
"Community Work Centers","1,025","","116","463","","88","6","1","0","","0","2","0","0","0","1,701"
"Community Trusties","7","","0","8","","0","0","0","1","","0","0","0","0","0","16"
"Pending File Review","173","","17","113","","18","0","0","0","","0","1","0","0","0","322"
"","13,384","","932","5,639","","846","120","7","20","","2","35","6","9","1","21,001"
"Intensive Supervison Program","644","","125","559","","189","5","0","2","","1","2","1","6","2","1,536"
"Earned Release Supervision","1,230","","114","465","","70","4","1","1","","0","1","0","1","0","1,887"
"Medical Release","3","","0","3","","1","0","0","0","","0","0","0","0","0","7"
"Other Custody","127","","6","108","","11","20","0","0","","0","0","0","1","0","273"
"At Large","65","","3","34","","5","3","0","0","","0","0","0","0","0","110"
"Off-Grounds Medical (Hospital)","3","","1","5","","2","0","0","0","","0","0","0","0","0","11"
"TOTAL","15,456","","1,181","6,813","","1,124","152","8","23","","3","38","7","17","3","24,825"
"% OF TOTAL OFFENSES","62.26%","","4.76%","27.44%","","4.53%","0.61%","0.03%","0.09%","","0.01%","0.15%","0.03%","0.07%","0.01%","100.00%"
