"TOTAL
23,241","","100.00%","","2,547","","100.00%","","25,788","","","100.00%","","",""
"BY RACE/SEX AND LOCATION","","","","","","","","","","","","","",""
"","","Black","","White","","Hispanic","","","Native American","Asian","","Data Unavailable","","TOTAL"
"LOCATION","Male","","Female","Male","Female","Male","Female","Male","Female","Male","Female","Male","Female",""
"MSP","3,041","","2","1,130","0","29","0","0","0","6","0","0","0","4,208"
"CMCF","1,289","","795","721","696","17","6","2","1","3","2","0","0","3,532"
"SMCI","2,042","","0","985","0","51","0","2","0","10","0","1","0","3,091"
"County Jails (approved)","744","","64","468","92","9","1","3","0","4","0","3","0","1,388"
"County Jails (unapproved)","123","","8","73","12","1","0","0","0","0","0","2","0","219"
"Private Prisons","3,632","","0","1,092","0","28","0","5","0","6","0","4","0","4,767"
"Regional Correctional Facilities","2,187","","0","816","0","21","0","3","0","5","0","0","0","3,032"
"Community Work Centers","988","","110","477","135","10","0","2","2","2","0","0","0","1,726"
"Community Trusties","15","","0","3","0","0","0","0","0","0","0","0","0","18"
"Pending File Review","82","","2","27","13","3","0","0","0","0","0","0","0","127"
"Court Order","164","","12","141","35","1","0","1","0","1","0","0","0","355"
"","14,307","","993","5,933","983","170","7","18","3","37","2","10","0","22,463"
"Intensive Supervison Program","434","","142","395","184","10","2","1","0","0","3","9","4","1,184"
"Earned Release Supervision","1,080","","111","456","79","4","1","2","0","0","0","0","0","1,733"
"Medical Release","5","","1","6","0","0","0","0","0","0","0","0","0","12"
"Other Custody","137","","10","120","13","33","3","0","0","4","0","3","1","324"
"At Large","45","","2","14","3","4","0","0","0","0","0","0","0","68"
"Off-Grounds Medical (Hospital)","2","","0","2","0","0","0","0","0","0","0","0","0","4"
"TOTAL","16,010","","1,259","6,926","1,262","221","13","21","3","41","5","22","5","25,788"
"% OF TOTAL OFFENSES","62.08%","","4.88%","26.86%","4.89%","0.86%","0.05%","0.08%","0.01%","0.16%","0.02%","0.09%","0.02%","100.00%"
