"TOTAL","19,380","","100.00%","1,651","","100.00%","","21,032","","100.00%","","",""
"","Black","","White","","","Hispanic","","Native American","","Asian","","Data Unavailable TOTAL",""
"LOCATION","Male","Female","Male","Female","Male","Female","Male","Female","Male","Female","Male","Female",""
"MSP","2,279","0","939","0","25","0","2","0","8","0","1","0","3,254"
"CMCF","1,608","384","1,182","586","20","4","4","3","13","0","1","0","3,805"
"SMCI","1,656","0","925","0","24","0","3","0","8","0","0","0","2,616"
"County Jails (approved)","331","5","356","12","10","0","0","0","2","0","1","0","717"
"County Jails (unapproved)","102","12","82","14","4","0","1","0","1","0","1","0","217"
"Youthful Offender Facility","20","1","3","0","0","0","0","0","0","0","0","0","24"
"Private Prisons","2,238","0","878","0","17","0","7","0","0","0","0","0","3,140"
"Regional Correctional Facilities","2,648","50","1,435","84","59","2","7","0","12","0","0","0","4,297"
"Community Work Centers","239","28","164","115","3","1","1","2","1","0","0","0","554"
"Community Trusties","6","0","0","0","0","0","0","0","0","0","0","0","6"
"TVC","49","0","16","0","0","0","0","0","0","0","0","0","65"
"Transitional Housing","2","0","4","2","0","0","0","0","0","0","0","0","8"
"Pending File Review","41","2","35","7","0","0","0","0","1","0","0","0","86"
"RRP","23","4","30","29","0","0","0","0","0","0","0","0","86"
"Court Order","84","4","83","8","2","0","0","0","1","0","0","0","182"
"","11,326","490","6,132","857","164","7","25","5","47","0","4","0","19,057"
"Intensive Supervison Program","369","77","304","137","3","0","0","0","0","2","2","0","894"
"Earned Release Supervision","386","21","96","26","1","1","0","1","1","0","1","0","534"
"Medical Release","6","0","10","0","0","0","0","0","0","0","0","0","16"
"Other Custody","250","5","181","17","28","0","1","0","2","0","1","0","485"
"At Large","14","0","5","2","3","0","0","0","0","0","0","0","24"
"Conditional Release","1","0","0","2","0","0","0","0","0","0","0","0","3"
"Failure to Report-Monitoring","2","0","4","0","0","0","0","0","0","0","0","0","6"
"Off-Grounds Medical (Hospital)","9","2","2","0","0","0","0","0","0","0","0","0","13"
"TOTAL","12,363","595","6,734","1,041","199","8","26","6","50","2","8","0","21,032"
"% OF TOTAL OFFENDERS","58.78%","2.83%","32.02%","4.95%",".95%",".04%",".12%",".03%",".24%",".01%",".04%",".00%","100.00%"
