"TOTAL
23,551","","100.00%","","2,556","","100.00%","","26,107","","","100.00%","","",""
"BY RACE/SEX AND LOCATION","","","","","","","","","","","","","",""
"","","Black","","White","","Hispanic","","","Native American","Asian","","Data Unavailable","","TOTAL"
"LOCATION","Male","","Female","Male","Female","Male","Female","Male","Female","Male","Female","Male","Female",""
"MSP","3,027","","2","1,124","0","30","0","1","0","5","0","1","0","4,190"
"CMCF","1,418","","789","733","698","18","6","2","0","5","2","0","0","3,671"
"SMCI","2,118","","0","939","0","49","0","2","0","10","0","0","0","3,118"
"County Jails (approved)","784","","73","460","81","9","1","1","1","2","0","5","0","1,417"
"County Jails (unapproved)","100","","7","60","16","3","2","0","0","0","0","1","2","191"
"Private Prisons","3,614","","0","1,131","0","30","0","5","0","8","0","3","0","4,791"
"Regional Correctional Facilities","2,175","","0","863","0","24","0","3","0","5","0","0","0","3,070"
"Community Work Centers","980","","101","467","132","8","0","2","1","0","0","0","0","1,691"
"Community Trusties","13","","0","6","0","0","0","0","0","0","0","0","0","19"
"Pending File Review","132","","17","77","23","1","0","0","0","1","0","0","0","251"
"Court Order","167","","15","137","37","0","0","0","0","1","0","0","0","357"
"","14,528","","1,004","5,997","987","172","9","16","2","37","2","10","2","22,766"
"Intensive Supervison Program","447","","132","389","160","9","2","1","1","1","4","7","3","1,156"
"Earned Release Supervision","1,104","","115","467","99","5","1","1","0","0","0","0","0","1,792"
"Medical Release","7","","1","13","0","0","0","0","0","0","0","0","0","21"
"Other Custody","122","","11","113","13","36","3","0","0","3","0","3","1","305"
"At Large","40","","2","15","2","4","0","0","0","0","0","0","0","63"
"Off-Grounds Medical (Hospital)","3","","0","1","0","0","0","0","0","0","0","0","0","4"
"TOTAL","16,251","","1,265","6,995","1,261","226","15","18","3","41","6","20","6","26,107"
"% OF TOTAL OFFENSES","62.25%","","4.85%","26.79%","4.83%","0.87%","0.06%","0.07%","0.01%","0.16%","0.02%","0.08%","0.02%","100.00%"
