"","","MISSISSIPPI DEPARTMENT OF CORRECTIONS","","",""
"","","","MONTHLY FACT SHEET","",""
"","","","As of November 1, 2003","",""
"COMMUNITY CORRECTIONS STATISTICS","","","","",""
"ACTIVE CASELOADS","","","","",""
"","NO. OF","% of TOTAL","","",""
"STATUS","OFFENDERS","OFFENDERS","","",""
"Probation","11,459","48.95%","","",""
"Compact Probation","1,054","4.50%","","",""
"Nonadjudicated","2,321","9.91%","","",""
"Post Release","4,151","17.73%","","",""
"","18,985","81.10%","Probation Total","",""
"Parole","1,399","5.98%","","",""
"Compact Parole","408","1.74%","","",""
"Suspension","6","0.03%","","",""
"","1,813","7.74%","Parole Total","",""
"Intensive Supervision Program - Court","1,029","4.40%","","",""
"Intensive Supervision Program - Prison","343","1.47%","","",""
"Earned Release Supervision","1,240","5.30%","","",""
"Medical Release","0","0.00%","","",""
"","2,612","11.16%","Community Inmate Total","",""
"TOTAL","23,410","100.00%","","",""
"PROBATION STATISTICS","","","","",""
"BY RACE AND SEX","","","","",""
"","% OF","","% OF","",""
"","TOTAL MALE","","TOTAL FEMALE","NO. OF","% OF TOTAL"
"RACE
MALE","POPULATION","FEMALE","POPULATION","OFFENDERS","OFFENDERS"
"Black
8,730","59.82%","2,259","52.45%","10,989","57.88%"
"White
5,731","39.27%","2,002","46.48%","7,733","40.73%"
"Hispanic
74","0.51%","15","0.35%","89","0.47%"
"Native American
25","0.17%","7","0.16%","32","0.17%"
"Asian
35","0.24%","24","0.56%","59","0.31%"
"Data Unavailable
0","0.00%","0","0.00%","83","0.44%"
"TOTAL
14,595","100.00%","4,307","100.00%","18,985","100.00%"
"BY OFFENSE","","","","",""
"NO. OF","% of TOTAL","","","",""
"OFFENSE
OFFENDERS","OFFENDERS","","","",""
"Violent 
2,271","11.96%","","","",""
"Property 
10,463","55.11%","","","",""
"Drug 
6,251","32.93%","","","",""
"TOTAL
18,985","100.00%","","","",""
"PAROLE STATISTICS","","","","",""
"BY RACE AND SEX","","","","",""
"","% OF","","% OF","",""
"","TOTAL MALE","","TOTAL FEMALE","NO. OF","% OF TOTAL"
"RACE
MALE","POPULATION","FEMALE","POPULATION","OFFENDERS","OFFENDERS"
"Black
1,061","67.15%","126","54.08%","1,187","65.47%"
"White
506","32.03%","105","45.06%","611","33.70%"
"Hispanic
11","0.70%","2 0","0.86%","13","0.72%"
"Native American
1","0.06%","","0.00%","11","0.06%"
"Asian
1","0.06%","0","0.00%","","0.06%"
"TOTAL
1,580","100.00%","233","100.00%","1,813","100.00%"
"BY OFFENSE","","","","",""
"NO. OF","% of TOTAL","","","",""
"OFFENSE
OFFENDERS","OFFENDERS","","","",""
"Violent 
578","31.88%","","","",""
"Property 
555","30.61%","","","",""
"Drug 
680","37.51%","","","",""
"TOTAL
1,813","100.00%","","","",""
