"TOTAL
22,413","","100.00%","","","2,186","","","100.00%","","24,599","","","","100.00%"
"BY RACE/SEX AND LOCATION","","","","","","","","","","","","","",""
"","","Black","","White","","Hispanic","","","Native American","","Asian","","Data Unavailable","TOTAL"
"LOCATION","Male","","Female","Male","Female","Male","Female","Male","Female","Male","Female","Male","Female",""
"MSP","2,426","","2","998","0","21","0","2","0","4","0","1","0","3,454"
"CMCF","1,316","","530","780","553","20","11","4","6","0","0","0","0","3,220"
"SMCI","2,081","","0","1,034","0","42","0","6","0","5","0","0","0","3,168"
"County Jails (approved)","632","","56","354","82","5","0","0","0","1","0","1","0","1,131"
"County Jails (unapproved)","166","","6","115","11","0","0","1","0","0","0","0","0","299"
"Private Prisons","3,997","","0","1,255","0","34","0","7","0","2","0","1","0","5,296"
"Regional Correctional Facilities","1,681","","32","747","28","28","0","3","0","5","0","1","0","2,525"
"Community Work Centers","941","","87","469","136","4","3","2","1","2","1","0","0","1,646"
"Community Trusties","10","","0","5","0","0","0","0","0","0","0","0","0","15"
"Pending File Review","51","","7","26","17","1","0","0","0","0","0","0","0","102"
"Court Order","145","","13","91","20","1","0","0","0","1","1","0","0","272"
"","13,446","","733","5,874","847","156","14","25","7","20","2","4","0","21,128"
"Intensive Supervison Program","592","","161","553","242","11","1","6","0","2","1","1","0","1,570"
"Earned Release Supervision","921","","77","384","53","6","0","0","0","2","0","0","0","1,443"
"Medical Release","24","","9","10","2","0","0","0","0","0","0","0","0","45"
"Other Custody","164","","10","118","19","37","4","2","1","3","0","4","0","362"
"At Large","24","","0","13","2","3","0","0","0","0","0","0","0","42"
"Off-Grounds Medical (Hospital)","6","","1","2","0","0","0","0","0","0","0","0","0","9"
"TOTAL","15,177","","991","6,954","1,165","213","19","33","8","27","3","9","0","24,599"
"% OF TOTAL OFFENDERS","61.70%","","4.03%","28.27%","4.74%",".87%",".08%",".13%",".03%",".11%",".01%",".04%",".00%","100.00%"
