"TOTAL","19,421","","100.00%","1,642","","100.00%","","21,063","","100.00%","","",""
"","Black","","White","","","Hispanic","","Native American","","Asian","","Data Unavailable TOTAL",""
"LOCATION","Male","Female","Male","Female","Male","Female","Male","Female","Male","Female","Male","Female",""
"MSP","2,250","0","947","0","24","0","3","0","8","0","1","0","3,233"
"CMCF","1,528","373","1,123","541","18","4","3","3","9","0","1","0","3,603"
"SMCI","1,654","0","945","0","26","0","3","0","7","0","0","0","2,635"
"County Jails (approved)","351","5","361","7","11","0","0","0","2","0","1","0","738"
"County Jails (unapproved)","165","11","112","40","5","0","0","0","4","0","1","0","338"
"Youthful Offender Facility","20","1","3","0","0","0","0","0","0","0","0","0","24"
"Private Prisons","2,270","0","880","0","17","0","8","0","1","0","0","0","3,176"
"Regional Correctional Facilities","2,653","55","1,406","104","56","2","9","0","10","0","0","0","4,295"
"Community Work Centers","236","27","160","104","3","1","1","2","1","0","0","0","535"
"Community Trusties","6","0","2","0","0","0","0","0","0","0","0","0","8"
"TVC","49","0","19","0","0","0","0","0","0","0","0","0","68"
"Transitional Housing","2","0","4","3","0","0","0","0","0","0","0","0","9"
"Pending File Review","66","5","44","6","1","1","0","0","1","0","0","0","124"
"RRP","24","4","27","30","0","0","0","0","0","0","0","0","85"
"Court Order","106","2","80","14","0","0","0","0","1","0","0","0","203"
"","11,380","483","6,113","849","161","8","27","5","44","0","4","0","19,074"
"Intensive Supervison Program","363","75","295","138","1","0","0","0","0","2","2","0","876"
"Earned Release Supervision","395","24","116","26","2","1","0","1","2","0","1","0","568"
"Medical Release","6","0","10","0","0","0","0","0","0","0","0","0","16"
"Other Custody","255","7","174","19","28","0","0","0","2","0","1","0","486"
"At Large","14","0","5","2","3","0","0","0","0","0","0","0","24"
"Conditional Release","1","0","0","2","0","0","0","0","0","0","0","0","3"
"Failure to Report-Monitoring","2","0","4","0","0","0","0","0","0","0","0","0","6"
"Off-Grounds Medical (Hospital)","7","0","2","0","0","0","0","0","1","0","0","0","10"
"TOTAL","12,423","589","6,719","1,036","195","9","27","6","49","2","8","0","21,063"
"% OF TOTAL OFFENDERS","58.98%","2.80%","31.90%","4.92%",".93%",".04%",".13%",".03%",".23%",".01%",".04%",".00%","100.00%"
