"County","Offenders","Percent"
"Adams","0","0.00%"
"Alcorn","0","0.00%"
"Amite","0","0.00%"
"Attala","0","0.00%"
"Benton","0","0.00%"
"Bolivar","0","0.00%"
"Calhoun","1","3.03%"
"Carroll","0","0.00%"
"Chickasaw","1","3.03%"
"Choctaw","0","0.00%"
"Claiborne","0","0.00%"
"Clarke","0","0.00%"
"Clay","0","0.00%"
"Coahoma","1","3.03%"
"Copiah","0","0.00%"
"Covington","0","0.00%"
"Desoto","2","6.06%"
"Forrest","1","3.03%"
"Franklin","0","0.00%"
"George","0","0.00%"
"Greene","0","0.00%"
"Grenada","0","0.00%"
"Hancock","0","0.00%"
"Harrison","4","12.12%"
"Hinds","1","3.03%"
"Holmes","0","0.00%"
"Humphreys","0","0.00%"
"Issaquena","0","0.00%"
"Itawamba","0","0.00%"
"Jackson","0","0.00%"
"Jasper","0","0.00%"
"Jeff Davis","0","0.00%"
"Jefferson","0","0.00%"
"Jones","0","0.00%"
"Kemper","0","0.00%"
"Lafayette","0","0.00%"
"Lamar","2","6.06%"
"Lauderdale","5","15.15%"
"Lawrence","0","0.00%"
"Leake","0","0.00%"
"Lee","0","0.00%"
"Leflore","0","0.00%"
"Lincoln","2","6.06%"
"Lowndes","1","3.03%"
"Madison","2","6.06%"
"Marion","0","0.00%"
"Marshall","1","3.03%"
"Monroe","0","0.00%"
"Montgomery","0","0.00%"
"Neshoba","0","0.00%"
"Newton","0","0.00%"
"Noxubee","0","0.00%"
"Oktibbeha","0","0.00%"
"Panola","0","0.00%"
"Pearl River","0","0.00%"
"Perry","2","6.06%"
"Pike","2","6.06%"
"Pontotoc","0","0.00%"
"Prentiss","0","0.00%"
"Quitman","0","0.00%"
"Rankin","1","3.03%"
"Scott","1","3.03%"
"Sharkey","0","0.00%"
"Simpson","0","0.00%"
"Smith","0","0.00%"
"Stone","0","0.00%"
"Sunflower","0","0.00%"
"Tallahatchie","0","0.00%"
"Tate","0","0.00%"
"Tippah","1","3.03%"
"Tishomingo","0","0.00%"
"Tunica","1","3.03%"
"Union","0","0.00%"
"Walthall","0","0.00%"
"Warren","0","0.00%"
"Washington","0","0.00%"
"Wayne","0","0.00%"
"Webster","0","0.00%"
"Wilkinson","0","0.00%"
"Winston","0","0.00%"
"Yalobusha","0","0.00%"
"Yazoo","0","0.00%"
"Unknown","1","3.03%"
"TOTAL","33","100.00%"
