"County","Offenders","Percent"
"Adams","4","1.04%"
"Alcorn","3","0.78%"
"Amite","1","0.26%"
"Attala","3","0.78%"
"Benton","2","0.52%"
"Bolivar","2","0.52%"
"Calhoun","5","1.30%"
"Carroll","1","0.26%"
"Chickasaw","8","2.08%"
"Choctaw","0","0.00%"
"Claiborne","3","0.78%"
"Clarke","1","0.26%"
"Clay","2","0.52%"
"Coahoma","2","0.52%"
"Copiah","5","1.30%"
"Covington","0","0.00%"
"+ Desoto","14","3.64%"
"Forrest","9","2.34%"
"Franklin","1","0.26%"
"George","6","1.56%"
"Greene","0","0.00%"
"Grenada","0","0.00%"
"Hancock","4","1.04%"
"+ Harrison","19","4.94%"
"+ Hinds","15","3.90%"
"Holmes","1","0.26%"
"Humphreys","0","0.00%"
"Issaquena","0","0.00%"
"Itawamba","1","0.26%"
"+ Jackson","26","6.75%"
"Jasper","0","0.00%"
"Jeff Davis","0","0.00%"
"Lincoln","2","0.52%"
"Lowndes","9","2.34%"
"+ Madison","11","2.86%"
"Marion","6","1.56%"
"Marshall","2","0.52%"
"Monroe","6","1.56%"
"Montgomery","6","1.56%"
"Neshoba","2","0.52%"
"Newton","1","0.26%"
"Noxubee","0","0.00%"
"Oktibbeha","5","1.30%"
"Panola","6","1.56%"
"Pearl River","5","1.30%"
"Perry","2","0.52%"
"Pike","7","1.82%"
"Pontotoc","6","1.56%"
"Prentiss","2","0.52%"
"Quitman","0","0.00%"
"+ Rankin","30","7.79%"
"Scott","3","0.78%"
"Sharkey","1","0.26%"
"Simpson","4","1.04%"
"Smith","1","0.26%"
"Stone","4","1.04%"
"Sunflower","2","0.52%"
"Tallahatchie","2","0.52%"
"Tate","6","1.56%"
"Tippah","5","1.30%"
"Tishomingo","0","0.00%"
"Tunica","3","0.78%"
"Union","5","1.30%"
"Walthall","3","0.78%"
"Jefferson","1","0.26%"
"Jones","8","2.08%"
"Kemper","1","0.26%"
"Lafayette","1","0.26%"
"+ Lamar","10","2.60%"
"+ Lauderdale","18","4.68%"
"Lawrence","4","1.04%"
"Leake","6","1.56%"
"+ Lee","11","2.86%"
"Leflore","4","1.04%"
"Warren","7","1.82%"
"+ Washington","18","4.68%"
"Wayne","3","0.78%"
"Webster","2","0.52%"
"Wilkinson","0","0.00%"
"Winston","2","0.52%"
"Yalobusha","0","0.00%"
"Yazoo","2","0.52%"
"Unknown","2","0.52%"
"TOTAL","385","100.00%"
