"County","Offenders","Percent"
"Adams","23","0.75%"
"Alcorn","47","1.53%"
"Amite","5","0.16%"
"Attala","14","0.46%"
"Benton","5","0.16%"
"Bolivar","15","0.49%"
"Calhoun","20","0.65%"
"Carroll","3","0.10%"
"Chickasaw","30","0.98%"
"Choctaw","1","0.03%"
"Claiborn","1","0.03%"
"Clarke","8","0.26%"
"Clay","30","0.98%"
"Coahoma","11","0.36%"
"Copiah","14","0.46%"
"Covington","11","0.36%"
"+ Desoto","135","4.39%"
"+ Forrest","112","3.64%"
"Franklin","3","0.10%"
"George","31","1.01%"
"Greene","15","0.49%"
"Grenada","19","0.62%"
"+ Hancock","89","2.89%"
"+ Harrison","405","13.17%"
"Hinds","95","3.09%"
"Holmes","6","0.20%"
"Humphreys","3","0.10%"
"Issaquena","1","0.03%"
"Itawamba","23","0.75%"
"+ Jackson","202","6.57%"
"Jasper","15","0.49%"
"Jeff","5","0.16%"
"Jefferson","1","0.03%"
"Jones","47","1.53%"
"Kemper","3","0.10%"
"Lafayette","30","0.98%"
"Lamar","49","1.59%"
"+ Lauderdale","85","2.76%"
"Lawrence","7","0.23%"
"Leake","21","0.68%"
"+ Lee","139","4.52%"
"Leflore","26","0.85%"
"Lincoln","53","1.72%"
"+ Lowndes","93","3.02%"
"+ Madison","85","2.76%"
"Marion","26","0.85%"
"Marshall","36","1.17%"
"Monroe","35","1.14%"
"Montgomery","5","0.16%"
"Neshoba","22","0.72%"
"Newton","20","0.65%"
"Noxubee","3","0.10%"
"Oktibbeha","44","1.43%"
"Panola","47","1.53%"
"Pearl","82","2.67%"
"Perry","19","0.62%"
"Pike","63","2.05%"
"Pontotoc","48","1.56%"
"Prentiss","43","1.40%"
"Quitman","7","0.23%"
"+ Rankin","155","5.04%"
"Scott","25","0.81%"
"Simpson","24","0.78%"
"Smith","8","0.26%"
"Stone","26","0.85%"
"Sunflower","9","0.29%"
"Tallahatchie","15","0.49%"
"Tate","21","0.68%"
"Tippah","24","0.78%"
"Tishomingo","14","0.46%"
"Tunica","14","0.46%"
"Unavailable","16","0.52%"
"Union","38","1.24%"
"Walthall","13","0.42%"
"Warren","49","1.59%"
"Washington","38","1.24%"
"Wayne","13","0.42%"
"Webster","5","0.16%"
"Wilkinson","1","0.03%"
"Winston","16","0.52%"
"Yalobusha","10","0.33%"
"Yazoo","6","0.20%"
"Total","3076","100.00%"
