"","","","","","","","As of March 1, 2009","","","","","","","","",""
"INMATE STATISTICS (continued)","","","","","","","","","","","","","","","",""
"","","% OF","","","","","% OF","","","","","","% OF","","",""
"","","TOTAL MALE","","","","","TOTAL FEMALE","","","NO. OF","","TOTAL","","","",""
"RACE
MALE","","POPULATION","","","FEMALE","","POPULATION","","","OFFENDERS","","","OFFENDERS","","",""
"Black
16,284","","68.94%","","","1,252","","50.85%","","","17,536","","","67.24%","","",""
"White
7,027","","29.75%","","","1,184","","48.09%","","","8,211","","","31.48%","","",""
"Hispanic
235","","0.99%","","","15","","0.61%","","","250","","0.96%","","","",""
"Native American
23","","0.10%","","","4","","0.16%","","","27","","0.10%","","","",""
"Asian
39","","0.17%","","","4","","0.16%","","","43","","0.16%","","","",""
"Data Unavailable
11","","0.05%","","","3","","0.12%","","","14","","0.05%","","","",""
"TOTAL
23,619","","100.00%","","","2,462","","100.00%","","","26,081","","","100.00%","","",""
"BY RACE/SEX AND LOCATION","","","","","","","","","","","","","","","",""
"","","Black","","","White","","Hispanic","","","Native American","","Asian","","Data Unavailable","","TOTAL"
"LOCATION","Male","","Female","Male","","Female","Male","Female","Male","","Female","Male","Female","Male","Female",""
"MSP","2,908","","2","1,170","","0","32","0","1","","0","3","0","1","0","4,117"
"CMCF","1,333","","774","712","","690","23","11","0","","1","2","2","0","0","3,548"
"SMCI","2,040","","0","1,005","","0","49","0","3","","0","9","0","0","0","3,106"
"County Jails (approved)","603","","91","338","","90","11","1","2","","0","2","0","2","0","1,140"
"County Jails (unapproved)","132","","15","74","","19","3","0","0","","0","0","0","2","0","245"
"Private Prisons","4,076","","0","1,324","","0","31","0","7","","0","7","0","1","0","5,446"
"Regional Correctional Facilities","2,106","","0","771","","0","18","0","4","","0","7","0","0","0","2,906"
"Community Work Centers","999","","111","451","","129","14","0","3","","1","0","0","0","0","1,708"
"Community Trusties","14","","0","3","","0","0","0","0","","0","0","0","0","0","17"
"Pending File Review","108","","10","51","","6","1","0","0","","0","0","0","0","0","176"
"Court Order","210","","10","113","","13","1","0","0","","0","1","0","0","0","348"
"","14,529","","1,013","6,012","","947","183","12","20","","2","31","2","6","0","22,757"
"Intensive Supervison Program","452","","130","390","","151","4","0","2","","1","5","2","1","2","1,140"
"Earned Release Supervision","1,121","","93","480","","70","4","0","1","","0","1","0","0","0","1,770"
"Medical Release","19","","4","12","","1","0","0","0","","0","0","0","0","0","36"
"Other Custody","126","","9","117","","13","41","3","0","","1","2","0","4","1","317"
"At Large","32","","2","13","","2","3","0","0","","0","0","0","0","0","52"
"Off-Grounds Medical (Hospital)","5","","1","3","","0","0","0","0","","0","0","0","0","0","9"
"TOTAL","16,284","","1,252","7,027","","1,184","235","15","23","","4","39","4","11","3","26,081"
"% OF TOTAL OFFENSES","62.44%","","4.80%","26.94%","","4.54%","0.90%","0.06%","0.09%","","0.02%","0.15%","0.02%","0.04%","0.01%","100.00%"
