"","","","","","","As of December 1, 2009","","","","","","","","","",""
"INMATE STATISTICS (continued)","","","","","","","","","","","","","","","",""
"","","% OF","","","","","% OF","","","","","","% OF","","",""
"","","TOTAL MALE","","","","","TOTAL FEMALE","","","NO. OF","","TOTAL","","","",""
"RACE
MALE","","POPULATION","","","FEMALE","","POPULATION","","","OFFENDERS","","","OFFENDERS","","",""
"Black
15,352","","68.23%","","","1,064","","46.83%","","","16,416","","","66.27%","","",""
"White
6,861","","30.49%","","","1,184","","52.11%","","","8,045","","","32.47%","","",""
"Hispanic
224","","1.00%","","","61
6","","0.70%","","","240","","0.97%","","","",""
"Native American
22","","0.10%","","","","","0.26%","","","28","","0.11%","","","",""
"Asian
31","","0.14%","","","1 1","","0.04%","","","32","","0.13%","","","",""
"Data Unavailable
11","","0.05%","","","","","0.04%","","","12","","0.05%","","","",""
"TOTAL
22,501","","100.00%","","","2,272","","100.00%","","","24,773","","","100.00%","","",""
"BY RACE/SEX AND LOCATION","","","","","","","","","","","","","","","",""
"","","Black","","","White","","Hispanic","","","Native American","","Asian","","Data Unavailable","","TOTAL"
"LOCATION","Male","","Female","Male","","Female","Male","Female","Male","","Female","Male","Female","Male","Female",""
"MSP","2,812","","0","1,084","","1","22","0","2","","0","3","0","0","0","3,924"
"CMCF","1,290","","592","716","","582","17","9","0","","2","3","1","0","0","3,212"
"SMCI","1,753","","0","940","","0","46","0","4","","0","2","0","0","0","2,745"
"County Jails (approved)","581","","68","347","","92","4","1","0","","0","0","0","0","0","1,093"
"County Jails (unapproved)","152","","15","102","","24","5","0","0","","0","0","0","1","0","299"
"Private Prisons","3,892","","0","1,369","","0","34","0","7","","0","8","0","1","0","5,311"
"Regional Correctional Facilities","1,877","","45","760","","30","23","0","5","","0","7","0","2","0","2,749"
"Community Work Centers","1,072","","90","457","","154","8","3","2","","2","0","0","0","0","1,788"
"Community Trusties","12","","0","4","","0","0","0","0","","0","0","0","0","0","16"
"Pending File Review","42","","5","26","","11","0","0","0","","0","0","0","0","0","84"
"Court Order","153","","12","87","","16","0","0","0","","0","0","0","0","0","268"
"","13,636","","827","5,892","","910","159","13","20","","4","23","1","4","0","21,489"
"Intensive Supervison Program","583","","140","471","","202","9","0","1","","1","5","0","2","0","1,414"
"Earned Release Supervision","928","","77","356","","54","7","0","1","","0","1","0","0","0","1,424"
"Medical Release","18","","7","8","","2","0","0","0","","0","0","0","0","0","35"
"Other Custody","157","","11","119","","14","46","3","0","","1","2","0","5","1","359"
"At Large","25","","0","14","","2","3","0","0","","0","0","0","0","0","44"
"Off-Grounds Medical (Hospital)","5","","2","1","","0","0","0","0","","0","0","0","0","0","8"
"TOTAL","15,352","","1,064","6,861","","1,184","224","16","22","","6","31","1","11","1","24,773"
"% OF TOTAL OFFENSES","61.97%","","4.29%","27.70%","","4.78%","0.90%","0.06%","0.09%","","0.02%","0.13%","0.00%","0.04%","0.00%","100.00%"
