"TOTAL
19,874","","100.00%","","","1,607","","","100.00%","","21,481","","","","100.00%"
"BY RACE/SEX AND LOCATION","","","","","","","","","","","","","",""
"","","Black","","White","","Hispanic","","","Native American","","Asian","","Data Unavailable","TOTAL"
"LOCATION","Male","","Female","Male","Female","Male","Female","Male","Female","Male","Female","Male","Female",""
"MSP","2,062","","0","976","0","13","0","1","0","3","0","","","3,055"
"CMCF","1,295","","420","769","512","20","5","7","2","0","1","0","0","3,031"
"SMCI","2,116","","0","991","0","32","0","4","0","4","0","0","0","3,147"
"County Jails (approved)","745","","46","403","78","4","1","1","0","1","0","1","0","1,280"
"County Jails (unapproved)","248","","11","137","5","3","0","0","0","0","0","1","0","405"
"Private Prisons","3,459","","0","1,165","0","25","0","3","0","9","0","0","0","4,661"
"Regional Correctional Facilities","2,511","","123","1,136","161","41","0","1","0","5","1","2","0","3,981"
"Community Work Centers","847","","61","399","123","5","2","4","1","4","1","0","0","1,447"
"Community Trusties","8","","0","6","0","0","0","0","0","0","0","0","0","14"
"Pending File Review","69","","10","28","23","2","0","0","0","0","0","0","0","132"
"Court Order","194","","6","113","14","0","0","0","0","1","0","0","0","328"
"CUSTODY POPULATION","13,554","","677","6,123","916","145","8","21","3","27","3","4","0","21,481"
"Intensive Supervison Program","614","","157","574","279","8","2","3","1","3","0","1","0","1,642"
"Earned Release Supervision","1,053","","94","421","80","6","0","1","0","1","0","0","0","1,656"
"Medical Release","14","","4","4","1","0","0","0","0","0","0","0","0","23"
"Other Custody","186","","7","134","21","46","4","1","1","3","0","5","0","408"
"At Large","21","","0","11","2","3","0","0","0","0","0","0","0","37"
"Off-Grounds Medical (Hospital)","5","","0","5","1","0","0","0","0","0","0","0","0","11"
"TOTAL","15,447","","939","7,272","1,300","208","14","26","5","34","3","10","0","25,258"
"% OF TOTAL OFFENDERS","61.16%","","3.72%","28.79%","5.15%",".82%",".06%",".10%",".02%",".13%",".01%",".04%",".00%","100.00%"
