"","","","Drug Offenders","","",""
"","","","County of Conviction","","",""
"","COUNTY","OFFENDERS","%","COUNTY","OFFENDERS","%"
"","Clarke","21","1.15","Lawrence","10",".05"
"","Clay","44","2.42","Leake","18",".99"
"","Covington","15",".82","Lowndes","135","7.41"
"","Forrest","146","8.02","Marion","56","3.08"
"","George","50","2.75","Neshoba","36","1.98"
"","Greene","8",".44","Newton","23","1.26"
"","Hancock","56","3.08","Noxubee","4",".22"
"Southern","","","","","",""
"","Harrison","452","24.82","Oktibbeha","58","3.19"
"Counties","","","","","",""
"","Jackson","226","12.41","Pearl River","73","4.01"
"","Jasper","18",".99","Perry","22","1.21"
"","Jeff Davis","11",".60","Scott","36","1.98"
"","Jones","38","2.09","Simpson","17",".93"
"","Kemper","2",".11","Smith","15",".82"
"","Lamar","56","3.08","Stone","39","2.14"
"","Lauderdale","104","5.71","Wayne","32","1.76"
"","","","","TOTAL","1,821","47.26"
