"County","Offenders","Percent"
"ADAMS","5","1.37%"
"ALCORN","5","1.37%"
"AMITE","2","0.55%"
"ATTALA","3","0.82%"
"BOLIVAR","1","0.27%"
"CALHOUN","3","0.82%"
"CHICKASAW","10","2.75%"
"CHOCTAW","2","0.55%"
"CLARKE","1","0.27%"
"CLAY","3","0.82%"
"COAHOMA","4","1.10%"
"COPIAH","4","1.10%"
"DESOTO","21","5.77%"
"FORREST","10","2.75%"
"GEORGE","5","1.37%"
"GRENADA","1","0.27%"
"HANCOCK","3","0.82%"
"HARRISON","31","8.52%"
"HINDS","23","6.32%"
"HOLMES","1","0.27%"
"ITAWAMBA","4","1.10%"
"JACKSON","11","3.02%"
"JASPER","1","0.27%"
"JEFF","1","0.27%"
"JEFFERSON","2","0.55%"
"JONES","9","2.47%"
"LAFAYETTE","7","1.92%"
"LAMAR","8","2.20%"
"LAUDERDALE","11","3.02%"
"LAWRENCE","2","0.55%"
"LEAKE","2","0.55%"
"LEE","14","3.85%"
"LEFLORE","3","0.82%"
"LINCOLN","2","0.55%"
"LOWNDES","11","3.02%"
"MADISON","11","3.02%"
"MARION","4","1.10%"
"MARSHALL","3","0.82%"
"MONROE","4","1.10%"
"MONTGOMERY","1","0.27%"
"NEWTON","2","0.55%"
"NOXUBEE","4","1.10%"
"OKTIBBEHA","9","2.47%"
"PANOLA","2","0.55%"
"PEARL","4","1.10%"
"PERRY","1","0.27%"
"PIKE","3","0.82%"
"PONTOTOC","7","1.92%"
"PRENTISS","3","0.82%"
"QUITMAN","2","0.55%"
"RANKIN","17","4.67%"
"SCOTT","6","1.65%"
"SHARKEY","2","0.55%"
"SIMPSON","4","1.10%"
"STONE","2","0.55%"
"SUNFLOWER","4","1.10%"
"TATE","5","1.37%"
"TIPPAH","5","1.37%"
"TUNICA","1","0.27%"
"UNAVAILABLE","1","0.27%"
"UNION","5","1.37%"
"WALTHALL","7","1.92%"
"WARREN","4","1.10%"
"WASHINGTON","4","1.10%"
"WAYNE","2","0.55%"
"WEBSTER","5","1.37%"
"WINSTON","2","0.55%"
"YALOBUSHA","1","0.27%"
"YAZOO","1","0.27%"
"TOTAL","364","100.00%"
