"TOTAL
22,648","","100.00%","","2,424","","100.00%","","25,072","","","100.00%","","",""
"","","Black","","White","","Hispanic","","","Native American","Asian","","Data Unavailable","","TOTAL"
"LOCATION","Black Male","Black Female","White Male","White Female","Hispanic Male","Hispanic Female","Native American Male","Native American Female","Asian Male","Asian Female","Data Unavailable Male","Data Unavailable Female","TOTAL"
"MSP","3,208","","0","1,228","0","35","0","4","0","7","0","0","0","4,482"
"CMCF","1,189","","738","681","645","9","5","0","0","1","4","1","0","3,273"
"SMCI","1,371","","0","657","0","23","0","4","0","5","0","0","0","2,060"
"County Jails (approved)","724","","58","475","80","6","3","1","0","3","0","6","0","1,356"
"County Jails (unapproved)","55","","3","58","8","1","0","0","0","1","0","7","0","133"
"Private Prisons","3,656","","0","1,182","0","21","0","4","0","8","0","3","0","4,874"
"Regional Correctional Facilities","2,223","","0","820","0","18","0","3","0","5","0","1","0","3,070"
"Community Work Centers","1,038","","109","478","105","13","3","1","1","2","0","0","0","1,750"
"Community Trusties","10","","0","6","0","0","0","0","0","0","0","0","0","16"
"Pending File Review","28","","1","9","9","0","0","0","0","0","0","1","0","48"
"Court Order","148","","12","130","36","0","0","1","0","0","0","0","0","327"
"","13,650","","921","5,724","883","126","11","18","1","32","4","19","0","21,389"
"Intensive Supervison Program","620","","168","531","213","6","1","0","0","1","0","11","2","1,553"
"Earned Release Supervision","1,053","","105","432","80","8","1","3","0","0","0","0","0","1,682"
"Medical Release","5","","0","4","0","0","0","0","0","0","0","0","0","9"
"Other Custody","138","","7","116","14","28","0","0","0","1","0","2","1","307"
"At Large","81","","6","30","4","5","0","0","0","1","0","0","0","127"
"Off-Grounds Medical (Hospital)","3","","0","0","2","0","0","0","0","0","0","0","0","5"
"TOTAL","15,550","","1,207","6,837","1,196","173","13","21","1","35","4","32","3","25,072"
"% OF TOTAL OFFENSES","62.02%","","4.81%","27.27%","4.77%","0.69%","0.05%","0.08%","0.00%","0.14%","0.02%","0.13%","0.01%","100.00%"
